date,sentence,sentiment
14/04/2022 14:58:03,yeah dengar antisipasi jokowi perintah segera thr gaji tunjang kerja asn polisi republik indonesia tentara republik indonesia bayar insentif bonus bumn soal kelompok empat kuasa hajat hidup orang banyak tegak layan atur negara,positif
14/04/2022 15:17:02,luar biasa kado istimewa presiden jokowi asn tentara republik indonesia polisi republik indonesia terima thr gaji tunjang kerja,positif
14/04/2022 15:46:09,begini kerja polisi pak bela diri suatu jahat,negatif
14/04/2022 16:47:37,kutuk segala bentuk keras non combatants utama dasar beda dapat jadi ade jadi evaluasi kerja intelijen polisi republik indonesia pasti selamat target nila tinggi peristiwa politik,negatif
14/04/2022 19:07:00,kok dimanjain banget pak asn tentara republik indonesia polisi republik indonesia semua cair plus tukin kasih rit pak kerja kan liat orang per orang,negatif
14/04/2022 20:33:48,presiden jokowi pasti beri thr asn baik pns maupun pppk tentara republik indonesia polisi republik indonesia bagaimana tunjang kerja tukin simak thrasn,positif
14/04/2022 22:28:33,mantap kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja,positif
14/04/2022 22:35:53,harus jadi evaluasi kerja polisi republik indonesia dong bener kata mas roy,positif
14/04/2022 22:58:02,asn tentara republik indonesia polisi republik indonesia pasti terima thr gaji tunjang kerja,positif
14/04/2022 23:53:43,wahinii neng jadi asn tentara republik indonesia polisi republik indonesia dapet tunjang kerja perintah presiden,positif
14/04/2022 23:58:18,presiden menandatangani atur thr gaji seluruh asn tentara republik indonesia polisi republik indonesia atur sebut aktif dapat tambah komponen thr upa tunjang kerja besar,positif
15/04/2022 00:07:53,asn tentara republik indonesia polisi republik indonesia siap siap thr gaji tunjang kerja hari raya,positif
15/04/2022 01:19:22,harga polda jatim kasat lantas polisi republik indonesia tuban harap kerja lebih baik via,positif
15/04/2022 01:54:02,berita lain usai beri arah kena mudik lebaran tahun presiden jokowi jabar soal cair thr gaji asn tentara republik indonesia polisi republik indonesia tambah bonus tunjang kerja besar liputansctv,positif
15/04/2022 03:04:32,presiden tlh ttd atur ttg beri thr gaji seluruh asn tentara republik indonesia polisi republik indonesia asn daerah pensiun terima pensiun jabat negara asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja tambah komponen thr upa tunjang kerja sbsr persen,positif
15/04/2022 03:09:11,wujud harga presiden asn tentara republik indonesia polisi republik indonesia dapat tunjang kerja indonesiamaju,positif
15/04/2022 03:34:53,presiden ikan kado tunjang kerja asn tentara republik indonesia polisi republik indonesia indonesiamaju,positif
15/04/2022 03:55:06,mantap kado tunjang kerja asn tentara republik indonesia polisi republik indonesia indonesiamaju,positif
15/04/2022 04:29:16,terima pensiun jabat negara atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,positif
15/04/2022 04:32:16,tambah tunjang kerja persen asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja ucap presiden jokowi terang istana merdeka jakarta kamis april,positif
15/04/2022 04:33:11,kangms menttd pp ttg beri thr gaji asn tentara republik indonesia polisi republik indonesia pensiun terima pensiun asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja nah minta kangmas memdesak usaha usaha bayar thr buruh dong,positif
15/04/2022 05:09:30,presiden menandatangani atur perintah beri thr gaji asn tentara republik indonesia polisi republik indonesia asn daerah pensiun terima pensiun jabat negara tambah tunjang kerja persen asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja,positif
15/04/2022 05:10:39,mantap kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja,positif
15/04/2022 05:29:13,perintah tambah tunjang kerja tukin sebsar persen pns atau pppk tentara republik indonesia polisi republik indonesia aktif guruhonorer,positif
15/04/2022 05:47:20,jokowi teken atur thr gaji asn tentara republik indonesia polisi republik indonesia plus tunjang kerja,positif
15/04/2022 06:39:09,gaji pns tunjang kerja tentara republik indonesia polisi republik indonesia pensiun segera cair berapa besar,positif
15/04/2022 06:50:03,ular betina ringkus tanya kerja polisi,negatif
15/04/2022 07:32:15,presiden beri kado asn tentara republik indonesia polisi republik indonesia upa thr gaji tunjang kerja bijak rupa wujud harga aparat pusat aparat daerah tangan pandemi,positif
15/04/2022 07:34:57,jabat negara atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,positif
15/04/2022 08:35:40,tambah tunjang kerja persen asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja ucap presiden jokowi terang istana merdeka jakarta kamis april,positif
15/04/2022 10:33:48,asn tentara republik indonesia polisi republik indonesia tunjang kerja persen inews infografis inibaruberita presiden jokowi presidenjokowi asn polisi republik indonesia tentara republik indonesia aparatursipilnegara tunjang kerja thr gaji pensiun jabat bijak kontribusi menkeu,positif
15/04/2022 10:52:28,repost kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja tahun gaji beri thr asn tentara republik indonesia polisi republik indonesia aktif gaji tunjang kerja thr pensiun terima pensiun gaji,positif
15/04/2022 10:53:25,atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,positif
15/04/2022 11:35:18,padahal gaji pns polisi republik indonesia tentara republik indonesia sejak tunjang kerja lumayan mas malakin dagang kecil ngehe bener,negatif
15/04/2022 11:52:49,polisi negara republik indonesia polisi republik indonesia asn daerah pensiun terima pensiun jabat negara atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,positif
15/04/2022 12:14:21,atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,positif
15/04/2022 13:11:35,kado istimewa tahun perintah presiden jokowi memberikn thr gaji tunjang kerja asn tentara republik indonesia polisi republik indonesia,positif
15/04/2022 13:41:20,kabar baik buat asn tentara republik indonesia polisi republik indonesia kado prmerintahan kalian thr gaji tunjang kerja nikmat mana kalian dusta,positif
15/04/2022 14:51:24,polisi republik indonesia evaluasi kerja kompetensi aparat tingkat polisi republik indonesia bahkan polsek tentu berapa banyak peristiwa tangan kasus profesional jadi ingat rakyat jadi korban,negatif
15/04/2022 18:57:45,kerja kapolri bagus kadrun oposisi aku naaah kerja jelek salah rejim,negatif
15/04/2022 21:51:33,kado asn tentara republik indonesia polisi republik indonesia presiden jokowi thr gaji tunjang kerja beri semua apresiasi kasus covid landai,positif
15/04/2022 23:30:04,cek rekening jadwal cair thr karyawan pns asn tentara republik indonesia polisi republik indonesia plus gaji tunjang kerja,positif
16/04/2022 03:18:39,asikkk thr asn tentara republik indonesia polisi republik indonesia gaji trus tunjang kerja respek pak,positif
16/04/2022 03:38:53,dopping asn tentara republik indonesia polisi republik indonesia gaji tunjang kerja cair semangat donk sambut lebaran makin giat abdi yaa,positif
16/04/2022 03:42:09,tambah bonus tunjang kerja besar persen beri perintah asn tentara republik indonesia polisi republik indonesia aktif,positif
16/04/2022 04:20:46,bos pernah kritisi kerja polisi republik indonesia depan kepala polisi republik indonesia baru pagi memang jemput orang polidi senjata laras panjang depan kapolsek nasihat gantung kritik kali,negatif
16/04/2022 04:44:56,jabat negara atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen jokowi,positif
16/04/2022 11:49:02,cair mulai thr asn tentara republik indonesia polisi republik indonesia liput gaji pokok tunjang lekat tengah tunjang kerja mantap,positif
16/04/2022 14:30:54,terima pensiun jabat negara tambah tunjang kerja persen asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja ucap presiden jokowi terang istana merdeka jakarta kamis april,positif
16/04/2022 14:30:58,luar biasa tunjang kerja tentara republik indonesia polisi republik indonesia asn naik,positif
16/04/2022 14:46:49,kerja polisi indonesia musnah miras tenggak rame rame musnah air diskusi negeri,negatif
16/04/2022 15:17:55,mantap kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja jokowi indonesiamaju,positif
17/04/2022 00:52:31,kasus korban begal jadi sangka henti polisi amaq sinta apresiasi kerja polisi republik indonesia,positif
17/04/2022 09:08:13,bonus tunjang kerja polisi republik indonesia besar persen bakal cair sama cair thr gaji berapa besar tunjang kerja polisi republik indonesia,positif
17/04/2022 10:29:02,besar tunjang kerja polisi republik indonesia kapolri rp juta per bulan,positif
17/04/2022 10:52:15,pak nggk buat sistem polling kerja polisi republik indonesia tiap berapa bulan porli jadi lebih baik,negatif
17/04/2022 11:31:05,bijak upa thr gaji tunjang kerja beri asn tentara republik indonesia polisi republik indonesia,positif
17/04/2022 11:36:02,langgar hak demokrasi awas media asing ngawasin kerja polisi rezim,negatif
17/04/2022 11:43:12,simak daftar besar tunjang kerja polisi republik indonesia jabat tinggi capai rp juta,positif
17/04/2022 11:46:23,kabar baik buat pns asn tentara republik indonesia polisi republik indonesia kado perintah presiden joko widodo kalian thr gaji tunjang kerja nikmat mana kalian dusta,positif
17/04/2022 12:08:41,kado asn pns tentara republik indonesia polisi republik indonesia gaji tunjang kerja cair semangat donk sambut lebaran makin giat abdi yaa presiden joko widodo,positif
17/04/2022 12:40:04,kuasa hukum apresiasi kerja polisi republik indonesia beri adil sangka bunuh laku begal lewat sp,positif
17/04/2022 14:07:48,terimakasih pak kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja,positif
17/04/2022 14:17:24,rincian tunjang kerja polisi republik indonesia dasar kelas jabat paling rendah rp bulan via,positif
17/04/2022 15:41:05,ini imbas positif makna presisi kapolri scr transparan silah nitizen lewat media sosial twiter beri masuk kerja aparat lapang great idea,positif
17/04/2022 16:20:32,bidang uang polda kaltim gelar rakernis sejajar tingkat kerja bendahara lapor uang selaku narasumber kppn giat laksana ruang mahakam polda kaltim balikpapan april polisi republik indonesia poldakaltim presisi,positif
17/04/2022 20:35:40,tambah tunjang kerja persen asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja ujar jokowi konferensi pers kamis,positif
18/04/2022 00:34:38,puslitbang polisi republik indonesia laksana teliti wilayah polda malut hari senin april pukul selesai pusat teliti kembang puslitbang laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia,positif
18/04/2022 00:37:42,apresiasi polisi republik indonesia kerja tega hukum indonesia,positif
18/04/2022 01:10:02,presiden menandatangani atur perintah thr gaji atur sebut asn tentara republik indonesia polisi republik indonesia aktif dapat thr besar satu kali gaji tunjang kerja thr beri pensiun terima pensiun besar gaji,positif
18/04/2022 04:05:10,tahu tingkat percaya masyarakat kerja polisi republik indonesia wilayah polisi republik indonesia najam paser utara ppu tim puslitbang polisi republik indonesia laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia tempat aula temu polisi republik indonesia ppu senin,positif
18/04/2022 04:32:52,densus jadi golok bukti rencana teror nii fadli zon benar golok biasa pakai kelapa pikir rakyat depok,negatif
18/04/2022 05:35:07,kerja polisi republik indonesia,positif
18/04/2022 06:47:33,mantullll kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja,positif
18/04/2022 10:22:37,naik jadi perhati internasional nilai kerja polisi republik indonesia dunia internasional,negatif
18/04/2022 12:52:39,presiden jokowi tlah tandatangani atur beri thr gaji seluruh asn tentara republik indonesia polisi republik indonesia asn daerah pensiun terima pensiun jabat negara asn tentara republik indonesia polisi republik indonesia aktif mmiliki tunjang kerja mndapat tambah komponen thr brupa tunjang kerja sbesar,positif
18/04/2022 13:22:16,halaaaahh ulah banteng merah kesana kesini nyari kambing hitam laku laku makin muak liat polisi republik indonesia kerja gin,negatif
18/04/2022 13:54:49,kok anggota dpr satu milik ketidakpercayaan aparat narasi jelas ragu thd kerja densus rakyat ragu fz wakil rakyat wakil siapa coba biar nilai ttg,negatif
18/04/2022 14:25:41,mohon teliti awas bina kerja personel serse polisi republik indonesia ponorogo inisial banyak keluh jadi bincang terima kasih,negatif
18/04/2022 14:51:44,ide ngajarin salah begini sindir polisi urus kasus bayar saran seh kerja polisi republik indonesia buruk lebih baik lembaga juang tanding heuheuheu,negatif
18/04/2022 22:34:01,tunjang kerja polisi lalulintas ntb mabes polisi republik indonesia bantu kenderaan,positif
19/04/2022 02:52:08,keren kerja perintah,positif
19/04/2022 03:18:10,asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,positif
19/04/2022 08:31:35,wah neng kado pak thr asn tentara republik indonesia polisi republik indonesia gaji trus tunjang kerja,positif
19/04/2022 12:33:06,paser tim pusat teliti kembang puslitbang polisi republik indonesia laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia wilayah polisi republik indonesia paser jajar selasa poldakaltim kaltim kamihumaspolri,positif
19/04/2022 17:33:30,polresta samarinda tahu tingkat percaya masyarakat kerja polisi republik indonesia wilayah polresta samarinda tim puslitbang polisi republik indonesia laksana giat teliti tingkat percaya masyarakat kerja polisi republik indonesia tempat aula wira pratama,positif
20/04/2022 01:26:14,fantastis tunjang kerja tentara republik indonesia rendah hingga tinggi gin terima ksad lewat tentara republik indonesia polisi republik indonesia thr,positif
20/04/2022 02:58:45,nampaknya kpk mmg tinggal ikut bubar lembaga hoc iring makin baik sdm kerja polisi republik indonesia jaksa tangan kasus korupsi,negatif
20/04/2022 03:06:35,lama punya penting masing masing pimpin tidak tegas taat hukum anggota langgar jng harap terlalu tinggi hap baik kerja taat atur undang undang institusi baru buat lebih,negatif
20/04/2022 03:21:48,design kan tinggal poles kerja polisi republik indonesia sama jaksa kpk jadi lembaga butuh tinggal bubar buang buang anggar,negatif
20/04/2022 05:07:04,sama sama monitor kerja polisi republik indonesia lah,negatif
20/04/2022 06:13:09,haa semua perangkat hukum kerja baik bangsa jaksa polisi republik indonesia kpk paham muka bodoh masalah dekat kuasa bukan kerja dasar muka bodoh,negatif
20/04/2022 07:03:59,patut apresiasi kerja jaksa agung klu salah konsideran diri kpk ingat latarbelakang sejarah kerja jaksa agung polisi republik indonesia era orba,positif
20/04/2022 09:51:33,dirjen masuk jabat politis sama jendral tentara republik indonesia polisi republik indonesia dekat politik lebih tentu drpd kerja,negatif
20/04/2022 12:18:19,kompolnas polisi republik indonesia apresiasi kerja polisi republik indonesia jamin sedia minyak goreng nasional apresiasi kompolnaspolri migor minyakgoreng,positif
20/04/2022 14:02:41,kok jadi tanya kerja kapolri kok jadi banyak istri anggota polisi republik indonesia hina presiden,negatif
20/04/2022 16:53:58,presiden jokowi perintah jaksa agung ri polisi republik indonesia usut tuntas tangkap siapa oknum libat mafia minyak goreng baik curah atau kemas presiden jokowi apresiasi kerja jaksa agung tetap sangka kemarin,positif
20/04/2022 19:28:33,apresiasi kpk kerja berantas korupsi rekan rekan jaksa ri polisi republik indonesia ini kpk gelora sebut orkestrasi berantas korupsi semua kamar kamar kuasa kerja bersih indonesia praktik praktik korupsi,positif
20/04/2022 21:25:24,kpk rusak sejak zaman joko bawah pimpin firli bahuri luar biasa hancur kpk kontroversial impoten langgar etik dan lain kpk puji rakyat bahkan sering hujat kerja persis kayak polisi republik indonesia jaksa hilang marwah kpk tadi brsinar,negatif
20/04/2022 22:33:46,kpk rusak sejak zaman joko bawah pimpin firli bahuri luar biasa hancur kpk kontroversial impoten langgar etik dan lain kpk puji rakyat bahkan sering hujat kerja persis kayak polisi republik indonesia jaksa hilang marwah kpk tadi brsinar,negatif
20/04/2022 23:07:20,kpk rusak sejak zaman joko bawah pimpin firli bahuri luar biasa hancur kpk kontroversial impoten langgar etik dan lain kpk puji rakyat bahkan sering hujat kerja persis kayak polisi republik indonesia jaksa hilang marwah kpk tadi brsinar,negatif
20/04/2022 23:31:48,ketua komisi iii dpr ri beri apresiasi kerja polda gorontalo implementasi polisi republik indonesia presisi,positif
20/04/2022 23:32:18,kalah cepat jaksa agung kerja satgas pangan polisi republik indonesia sorot perintah luncur program strategis bumn industri tahan defend id polisi tangkap timbun ribu liter solar jayapura lengkap buletinpagi podcastindonesia,negatif
20/04/2022 23:49:01,kpk lembaga hukum hoc bentuk situasi darurat hampir mandul jaksa polisi republik indonesia jadi kerja kpk biasa mungkin waktu lembaga likuidasi,negatif
21/04/2022 01:36:00,aman jalur mudik polisi republik indonesia sawar lampung bentuk tim khusus anti begal,positif
21/04/2022 03:17:21,suka terima kasih pak kerja polisi republik indonesia makin kesini makin butuh masyarakat luas bukan budaya tunggu jadi baru turun gunung,positif
21/04/2022 07:57:08,pilih presiden jokowi jt lebih puas kerja jokowi tentara republik indonesia polisi republik indonesia solid blon nunya gagal maning kowe son,negatif
21/04/2022 09:06:08,berkat kerja keras laku pertamina polisi republik indonesia akhir timbun bbm subsidi hasil ungkap gais,positif
21/04/2022 09:13:15,cuma kesal tindak ampun donk pak polisi republik indonesia kpk contoh kerja jaksa,negatif
21/04/2022 11:04:18,anggar citra besar kerja maksimal telusur jejak proyek moles citra nila ratus miliar divisi humas polisi republik indonesia,negatif
21/04/2022 12:06:03,apresiasi perintah asn tentara republik indonesia polisi republik indonesia kerja negeri thr gaji tunjang kerja siap cair,positif
21/04/2022 14:28:57,sejati sangat kecewa kerja polisi republik indonesia terlalu humanis kan demo kan atur polisi nah masalah ngatur jalan kok malah atur demonstran ayo polisi republik indonesia loyo lemes tegas konstitusi atur bingung image,negatif
21/04/2022 17:34:13,inisiator gera nurani bangsa gnk habib syakur ali mahdi al hamid apresiasi kerja densus anti teror mabes polisi republik indonesia upaya tanggulang terorisme khusus tangkap kelompok negara islam indonesia nii nii terorisme,positif
21/04/2022 22:54:11,pak laku evaluasi kerja paham filosofi negara demokrasi noda polisi republik indonesia presisi polisi republik indonesia persekusi aman selalu kalian jadi alas laku keras pembantaiankmguncangdunia,positif
22/04/2022 01:50:58,monitoring kasus sirkuit formula ngabisin anggar gede ntar keduluan jaksa polisi republik indonesia semangat dong ukir sejarah negeri percaya harap kerja mu,negatif
22/04/2022 12:00:01,rangkul tentara republik indonesia polisi republik indonesia kakanwil apresiasi kerja lapas bentiring kemenkumham ditjenpas kemenkumhambengkulu lapasbengkulueloknian satgasgagakriang,positif
22/04/2022 14:46:57,mbk smart klu salah dulu nyinyirin kadrun gegara nikah muda trs cere biodata isi mnikah cmiiw twitan putra melayu mungkin projo makanya cari info ttg entah btw bener muji kerja manis,negatif
22/04/2022 18:16:42,pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi kerja sangat bagus,positif
23/04/2022 02:53:06,pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi mantap sekali kerja,positif
23/04/2022 04:53:24,mantap pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi wow bukti kerja baik,positif
23/04/2022 05:22:02,keren pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi bukti kerja polisi republik indonesia baik,positif
23/04/2022 05:22:18,best banget kerja polisi republik indonesia pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi moga stok aman,positif
23/04/2022 05:23:52,pantas dong memang apresiasi hasil aman kasus seleweng bbm subsidi thanks polisi republik indonesia kerja tanggap gercep,positif
23/04/2022 06:46:15,mantap pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi wow bukti kerja baik,positif
23/04/2022 06:46:43,pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi kerja sangat bagus,positif
23/04/2022 06:47:04,mantap pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi wow bukti kerja baik,positif
23/04/2022 09:32:33,mantap pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi wow bukti kerja baik,positif
23/04/2022 09:35:37,ditindaklanjuti proses lapor warga pak makin percaya kerja bapak terima kasih,negatif
23/04/2022 11:11:39,bukan kali beberapa kali ting selalu opposite bijak kerja densus selalu salah gga niat selidik sperti pojok nyata,negatif
23/04/2022 13:14:21,isnstansi polisi republik indonesia harus makin evaluasi kerja malu bulan natizen urus orang populer garcep parah,negatif
23/04/2022 14:27:14,sakit jiwa gaduh provokator dn hti msih koar rusak nkri mungkin liat tpi tutup mata dn tutup telinga kerja polisi jaga damai hilang,negatif
23/04/2022 15:57:00,untung jadi dek tamara cuman lapor tl langsung respon kaum suku dayak khusus perempuan dayak tuduh wanita lacur jual luar negeri polisi republik indonesia diam meski lapor resmi selamat dek tamara,negatif
24/04/2022 03:17:05,polisi negara republik indonesia msh dapat dukung respon positif kerja polisi republik indonesia harap polisi republik indonesia guna standar ganda tega hukum hari gin terima lapor masyarakat,positif
24/04/2022 03:48:33,begitu kualitas sdm polisi republik indonesia kurang analitis hukum minim literasi hukum jdnya hasil begini bagaimana aph dunia lihat kerja,negatif
24/04/2022 05:32:00,mantap pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi wow bukti kerja baik,positif
24/04/2022 06:43:49,memang percuma ngetwit div humas polisi republik indonesia kapolri ttg apa jadi entah fakta lihat twitt an kelompok anti perintah semua angin lalu twitter div humas polisi republik indonesia kapolri pikir langkah kerja polisi republik indonesia,negatif
24/04/2022 07:46:34,halooo shameonyou,negatif
24/04/2022 08:48:16,polisi republik indonesia ngk jalur pribadi ngk respect kerja kapolrinya ngk wibawa,negatif
24/04/2022 08:51:25,pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi kerja sangat bagus,positif
24/04/2022 08:52:03,pak bagaimana kerja bawah kok pilih,negatif
24/04/2022 10:05:53,kerja makin prihatin masak hak orang kerja kok sita,negatif
24/04/2022 10:07:12,kerja sangat bagus mantap polisi republik indonesia,positif
24/04/2022 10:22:31,tuju polisi republik indonesia kritisi keras kerja polisi republik indonesia makin turun,negatif
24/04/2022 11:18:27,mantap sekali pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi wow kerja baik,positif
24/04/2022 11:29:10,ini kerja polisi republik indonesia kata layan masyarakat bisa milih kasus tahu bagi besar msy percaya tingkah,negatif
24/04/2022 11:31:57,hebat memang kerja banyak kasus persekusi bangun gereja kasus leceh wanita dayak kasus provokasi makar demo kemarin satu gubris perempuan br keluar partai persekusi lgsg ditindaklanjuti,positif
24/04/2022 13:16:22,pertamina apresiasi polisi republik indonesia hasil aman kasus seleweng bbm subsidi kerja sangat bagus,positif
24/04/2022 15:30:47,wis mblenger mas lapor langsung pak beliau paham bgm kerja kapolri anak buah pilih kasih pdhl nama bkn aura kasih,negatif
24/04/2022 17:48:49,mungkin syarat tambah spy lapor cepat tanggap background didik tinggi orang politikus sis mohon kerja institusi baik pak lebih peka semua lapis anggap diskriminatif,negatif
24/04/2022 18:11:22,asn daerah pensiun terima pensiun jabat negara atur sebut asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja dapat tambah komponen thr upa tunjang kerja besar persen,negatif
24/04/2022 21:41:32,april menandatangani atur perintah beri thr gaji seluruh asn tentara republik indonesia polisi republik indonesia asn daerah pensiun terima pensiun,positif
24/04/2022 23:31:58,asn tentara republik indonesia polisi republik indonesia aktif milik tunjang kerja ucap presiden jokowi terang istana merdeka jakarta kamis april,positif
25/04/2022 01:08:30,apel sama tentara republik indonesia polisi republik indonesia camat tawangsari jaga soliditas kerja,positif
25/04/2022 01:08:30,sedih liat kayak gin kerja polisi indonesia jelas hina injak harga diri perempuan dayak biar tindak apa sisi bilang kadrun lgs sigap apresiasi,positif
25/04/2022 01:08:31,dprd kapuas dukung kerja polisi republik indonesia tangan narkotika,positif
25/04/2022 03:15:40,beri kerja aman laksana mesti ikan apresiasi polisi republik indonesia pertamina baik,positif
25/04/2022 05:12:01,baik tangkap malah apresiasi perlu hadiah jt kontribusi baik kerja polisi republik indonesia kalao gocap,positif
25/04/2022 06:21:22,salut sama kerja pertamina polisi republik indonesia,positif
25/04/2022 07:51:24,bangga kerja polisi republik indonesia moga makin baik,positif
25/04/2022 08:23:14,hi teman teman butuh responden teliti skripsi ku apabila teman teman penuh kriteria poster mohon dian isi kuesioner link cantum untung dapat saldo wallet upa ovo shopee pay terima kasih,negatif
25/04/2022 11:47:58,monggo teman sila isi kuisioner poin pilih tentu kerja polisi republik indonesia bagus baik depan lebih baik monggo gais,negatif
25/04/2022 11:48:22,kerja polisi republik indonesia patut apresiasi sama,positif
25/04/2022 12:26:17,lha enak to bocor dulu klarifikasi kemudian jadi tegak hukum omonganya mbok hati benar dasar fakta lidi sekolah tinggi tinggi ceroboh percuma bagaimana masyarakat mau respect kerja polisi republik indonesia,negatif
25/04/2022 12:53:13,dewan energi mahasiswa papua apresiasi kerja pertamina polisi republik indonesia tangkap laku timbun bbm subsidi papua,positif
25/04/2022 13:11:14,ketua komisi iii dpr ri beri apresiasi kerja polda gorontalo implementasi polisi republik indonesia presisi,positif
25/04/2022 17:42:05,tangkap rampok tol pasir koja bandung,positif
25/04/2022 19:52:17,masing orang cuma masuk absen masuk pulang kerja biasa harap jadi struktural biasa jadi anggap pimpin kerja jadi pangkat tinggi jamin tentara republik indonesia polisi republik indonesia sama gtu kok,negatif
26/04/2022 06:11:09,mantap kerja polisi republik indonesia patut apresiasi,positif
26/04/2022 09:23:52,akhir menkumham yasonna berterimakasih kerja semua jajar masyarakat dukung aparat tegak hukum aph tentara republik indonesia polisi republik indonesia bnn dukung masyarakat hingga capai umur,positif
26/04/2022 12:52:34,patut apresiasi kerja pertamina polisi republik indonesia hasil ungkap penyalahgunaan bbm subsidi yogyakarta,positif
26/04/2022 14:03:54,akhir menkumham yasonna berterimakasih kerja semua jajar masyarakat dukung aparat tegak hukum aph tentara republik indonesia polisi republik indonesia bnn dukung masyarakat hingga umur,positif
26/04/2022 14:37:53,remeh kerja polisi republik indonesia mhn maaf yakin tdklah bgtu mungkin polisi republik indonesia bekrja senyap siang malam kalong burung hantu liat densus krj tnpa perlu xpose media tahu nangkep teroris sabar support polisi republik indonesia kawansz,negatif
26/04/2022 15:31:53,kerja polisi republik indonesia luar biasa meberikan erbaik bulan ramadan,positif
26/04/2022 20:53:51,pak masyarakat jadi malu kerja polisi begini padahal tembak ban mobil jahat mobil jalan pistol guna buat memang mau buat drama,positif
26/04/2022 23:55:43,kerja jajar polisi republik indonesia sangat sigap mohon tiap titik rawan macet jaga lalulintas hindar macet celaka moga arus mudik sangat bangka rakyat nusantara hidup pa kapolri selalu semangat selalu dekat masyarakat,positif
27/04/2022 07:20:50,orang waras ksdang frustrasi ngliat kerja aparat daya lawan khianat indonesia memang mau,negatif
27/04/2022 08:27:17,betapa sulit dapat percaya moga jadi bahan evaluasi polisi republik indonesia baik kerja tega hukum kamtib lindung ayom layan masyarakat,negatif
27/04/2022 13:26:59,banteng kapuas dukung kerja polisi republik indonesia berantas narkotika,positif
27/04/2022 14:58:30,terima kasih bpk kerja polisi republik indonesia presisi masyarakat rasa nikmat jalur mudik nyaman senang tahun moga arus balik lebaran lebih baik,positif
27/04/2022 16:00:58,nilai positif tinggi catat upaya tuntas jahat jual beli narkoba angka capai kerja polisi republik indonesia tangkap laku teror teroris capai,positif
28/04/2022 01:43:06,survei ipi soal kerja tegak hukum polisi republik indonesia jaksa baik,positif
28/04/2022 01:51:31,kado asn tentara republik indonesia polisi republik indonesia thr gaji tunjang kerja,positif
28/04/2022 10:01:06,pemprov dki gelar christmas carol giring pidato anies bohong jkt gelar iyc grace pidato beri kesan negatif anies jkt fasilitas mudik gratis jubir psi sigit fitnah anies bagi paket sehat dengki bawa mana,positif
28/04/2022 13:05:17,ayok pak sebar hoax segera tindak sebar hoax sangat resah masyarakat kerja baik polisi republik indonesia baik hilang akibat tega hukum pilih kasih,negatif
28/04/2022 14:24:32,mending liat konteks dri awal dah talu caper sepele harga kerja tentara republik indonesia polisi republik indonesia bingung tiba nyerocos wkwkwkwk,negatif
28/04/2022 18:55:26,ayok pak sebar hoax segera tindak sebar hoax sangat resah masyarakat kerja baik polisi republik indonesia baik hilang akibat tega hukum pilih kasih,negatif
