created_at,new_date,id,id_str,username,tweet,quote_count,reply_count,retweet_count,favorite_count,geo,lang,user_id_str,conversation_id,conversation_id_str,media_url_https,media_type
Fri May 27 06:30:19 +0000 2022,27/05/2022 06:30:19,1530073899823599600,1530073899823599617,Fendi14321785,@Obay_Kusut1981 Waduh....ini perlu ada evaluasi besar-besaran terhadap fungsi pengayom dan pelindung rakyat. Artinya banyak rakyat yang gak suka dg hasil kinerja POLRI. Segera lakukan perbaikan kalo tidak maka akan ada pemikiran revolusi Polri.,0,0,0,0,,in,1456906724414164997,1530073899823599600,1530073899823599617,,
Fri May 27 06:30:48 +0000 2022,27/05/2022 06:30:48,1530074020741529600,1530074020741529603,angelayah12,"7. Kanwil Kemenkumham Sumsel: Kombes Pol Anwar berharap masukan dan kritikan terhadap pihaknya. Mungkin dari segi pelayanan polri, kinerja polri, dari semua stake holder, pimpinan instansi, dan lapisan\n@Kemenkumham_RI\n@kumhamsumsel\n#KumhamPasti\n#KumhamSumsel\n#HarunSulianto",0,0,0,0,,in,1376786163579506691,1530074020741529600,1530074020741529603,https://pbs.twimg.com/media/FTvqNMDaMAARBEa.jpg,photo
Fri May 27 06:31:00 +0000 2022,27/05/2022 06:31:00,1530074069491536000,1530074069491535873,selysely01,@coachaddie_off @mabespolri_ @DivHumas_Polri @UAS_AbdulSomad Ma'af saya gak percaya lagi dengan kinerja mereka,0,0,0,0,,in,1387629193786126339,1530074069491536000,1530074069491535873,https://pbs.twimg.com/media/FTvnPF-akAA4yl-.jpg,photo
Fri May 27 06:31:12 +0000 2022,27/05/2022 06:31:12,1530074120372703200,1530074120372703232,kocakzonee,@purple_violet13 @CCICPolri Th 2018....?? Wah .... Jeli juga.. hebat... Gak apa apa apa... Aku tetap ngucapin terimakasih pada @DivHumas_Polri atas kinerja 2018. Semoga dipertahankan di tahun 2022 💪💪💪,0,0,0,0,,in,1211818715731255296,1530074120372703200,1530074120372703232,https://pbs.twimg.com/media/FTvlNKVacAExD8w.jpg,photo
Fri May 27 06:31:51 +0000 2022,27/05/2022 06:31:51,1530074283052920800,1530074283052920837,YzRido,"@tembakaumerah @bumnbersatu @aniesbaswedan @jokowi @DivHumas_Polri @ListyoSigitP @KejaksaanRI @firlibahuri Lah ngapain demo, gw puas kinerja anies pimpin dki... Lw dong demo balai kota sono.. Makan tai kek",0,0,0,0,,in,1470933324059185157,1530074283052920800,1530074283052920837,https://pbs.twimg.com/media/FTvqc6VUsAAAZzV.jpg,photo
Fri May 27 11:59:55 +0000 2022,27/05/2022 11:59:55,1530156844484001800,1530156844484001792,RudiWah93009623,"@KaredokLeunca__ @KPK_RI Kl gw sih udah lama pengen @KPK_RI ini bubar, bukan krna gw pro koruptor tp krna KPK makin ke sini makin ga brfungsi.\nTrlebih Kejaksaan udah mulai unjukin kinerja yg baik, Kejaksaan dan Polri tinggal diperkuat dari segi kewenangan/UU sprti yg dimiliki KPK skrg...",0,0,0,0,,in,1503028571304243200,1529401385942253600,1529401385942253568,,
Fri May 27 12:15:03 +0000 2022,27/05/2022 12:15:03,1530160654710997000,1530160654710996994,imigrasiPLG,"7. Kanwil Kemenkumham Sumsel: Kombes Pol Anwar berharap masukan dan kritikan terhadap pihaknya. Mungkin dari segi pelayanan polri, kinerja polri, dari semua stake holder, pimpinan instansi, dan lapisan masyarakat. \n@PalembangLpka\n#LpkaPalembang",0,0,0,0,,in,1158743516,1530159664511389700,1530159664511389698,,
Sat May 28 09:59:05 +0000 2022,28/05/2022 09:59:05,1530488822412513300,1530488822412513280,samsir_batahani,"Kronologi Dugaan Penganiayaan Pegawai Restoran di Labuan Bajo Oleh Benny... https://t.co/Y2ANDv1i0c via @YouTube tingkat kepercayaan publik terhadap kinerja polisi sudah membaik ,@DivHumas_Polri jangan sampai kasus ini membuat rakyat kecewa dan kepercayaan itu di ragukan lagi",0,0,0,0,,in,1170801877,1529614796001353700,1529614796001353730,,
Sat May 28 10:38:46 +0000 2022,28/05/2022 10:38:46,1.5305E+18,1530498811566510083,yaTegak,Tak lagi incar prajurit TNI/POLRI KST di papua mulai bunuh warga sipil \n\nKinerja Presiden Memuaskan https://t.co/66ZFOO9oyS,0,0,0,1,,in,104506743,1530437913267253200,1530437913267253248,,
Sat May 28 11:41:18 +0000 2022,28/05/2022 11:41:18,1530514549010763800,1530514549010763778,RegiraDiaston,Kinerja Presiden Memuaskan\nDukung TNI Polri amankan Papua\nKinerja Presiden Memuaskan,0,0,0,0,,in,836138586550349825,1529656903101718500,1529656903101718528,,
Sat May 28 13:09:58 +0000 2022,28/05/2022 13:09:58,1530536859868139500,1530536859868139521,Ama_xxii,"@Lucknuut @mohmahfudmd @ListyoSigitP @YaqutCQoumas Duh kinerja @CCICPolri @DivHumas_Polri gini amat... Pak @ListyoSigitP sbg non muslim, mumpung punya power beresin yg beginian... Dampaknya besar loh pak buat non muslim... Gue yg muslim aja khawatir.. Duh",0,4,5,39,,in,1139304012992225280,1530527085411782700,1530527085411782656,,
Sat May 28 13:21:50 +0000 2022,28/05/2022 13:21:50,1530539848171679700,1530539848171679744,Mulyadi98443050,@ChusnulCh__ @KPK_RI @KejaksaanRI @DivHumas_Polri KPK pada tidur. \nSi anis si penunggang agama mimpi ingin menyaingi kinerja presidenku.. \nNis mampus aja lu gua dan NEGARA KU gk butuh manusia licik sepertimu.. Cuiiiih najis lu manusia perusak...,0,1,0,0,,in,919821519563321344,1530539423443882000,1530539423443881984,,
Sat May 28 20:27:52 +0000 2022,28/05/2022 20:27:52,1530647061804327000,1530647061804326914,JunusJohannis,"*Arus Mudik 2022 di Jatim Lancar, Pemudik Apresiasi Kinerja Polri*\n\nhttps://t.co/afL2PnbHwa",0,0,0,0,,in,1481323220150198275,1530647061804327000,1530647061804326914,,
Sun May 29 02:00:00 +0000 2022,29/05/2022 02:00:00,1530730648750764000,1530730648750764032,PapuaNKRI2,@PartaiSocmed @ForMujeres Lha kapolrinya aja diem gitu tum..buruk sekali kinerja polri skrg,1,5,3,6,,in,1382907678628843523,1530730648750764000,1530730648750764032,https://pbs.twimg.com/ext_tw_video_thumb/1530729403025608707/pu/img/TiNoo-ZzXh8zJGvY.jpg,photo
Sun May 29 02:36:52 +0000 2022,29/05/2022 02:36:52,1530739923716046800,1530739923716046848,Anatasy16611933,"@AriPurn10180090 @LOVE_AG4EVER @DivHumas_Polri @CCICPolri Wewenang utk pergantian pimpinan Polri ada di tangan pak @jokowi sbg Presiden.\n\nCuman harus diakui, kinerja Polri sejak dipimpin Kapolri saat ini sepertinya terlalu humanis"" 🤭""",0,0,0,0,,in,1391812033243275267,1530739923716046800,1530739923716046848,,
Sun May 29 09:37:19 +0000 2022,29/05/2022 09:37:19,1530845736035700700,1530845736035700737,RoyNurdin4,@nezloves2 @WagimanDeep212_ @caesar_emil @jokowi @KSPgoid @mohmahfudmd @ListyoSigitP @YaqutCQoumas @DivHumas_Polri @CCICPolri @binofficial_ri @Banser_CyberNU @Puspen_TNI Mhn pak @jokowi mencopot Menkopolhukam yg tdk bisa tegas .... ‼️ Terlalu mhl negara kasih gaji dan fasilitas kinerja hny begitu2 saja,0,1,0,11,,in,1441455057430536192,1530829316375781400,1530829316375781376,,
Sun May 29 12:37:25 +0000 2022,29/05/2022 12:37:25,1530891059194044400,1530891059194044416,RiniAst13500331,"@BromocorahGrCeb Khilafah bebas unjuk gigi, tawuran dimana mana, Genk motor makin merajalela, preman makin berani. Apakah karena restorative justice sehingga pelaku bebas bertindak karena meterai? Kepada pa @jokowi tolong di awasi kinerja Polri, jangan sampai negara ini terpecah akibat pembiaran.",0,0,0,1,,in,1524705653557628929,1530753078009294800,1530753078009294848,,
Sun May 29 19:56:29 +0000 2022,29/05/2022 19:56:29,1531001552848056300,1531001552848056320,arianto_tolib,"Guna Meningkatkan Kinerja Polri, Wakapolda Banten Gelar Rapat GKTM https://t.co/WP6LB9YnKC",0,0,0,0,,in,468145932,1531001552848056300,1531001552848056320,,
Sun May 29 22:29:26 +0000 2022,29/05/2022 22:29:26,1531040045922398200,1531040045922398208,Iyan_concept,"“Yang jadi sorotan adalah kinerja penegak hukum. Pertanyaanya adalah, berani atau tidak, gagap atau tidak, kepolisian untuk segera mengambil tindakan https://t.co/eaJXWOe8UA @ListyoSigitP @mohmahfudmd @MurtadhaOne1 @Polripresisi @WagimanDeep212_ @DivHumas_Polri""",0,1,0,1,,in,734623536296394752,1530477938587541500,1530477938587541504,,
Sun May 29 23:23:07 +0000 2022,29/05/2022 23:23:07,1531053554156580900,1531053554156580865,yush_abubakar,@Fahrihamzah @ListyoSigitP @DivHumas_Polri Wah terima kasih buat aparat dengan kinerja yg ciamik dan mengayomi saya merasa sangat nyaman atas pelayanan kalian.\n.\n.\nIni salam buat satpam BCA.,0,0,0,1,,in,1609669795,1531047633841557500,1531047633841557504,,
Mon May 30 01:11:05 +0000 2022,30/05/2022 01:11:05,1531080722814931000,1531080722814930944,Qurni48,"@ddaisyyme @woomitrash @DivHumas_Polri Haha kinerja polisi sini mah wrerrweerrer. Temenku sodaranya ilang dan dilaporin ke kapolsek. Bukannya dibantu, eh polisinya rutin nanyain, gimana udah ketemu?""\nPas ditnya balik, mereka jawabnya muter-muter, yg intinya ""ada duit abang jalan"". Eh Tt-tapii itu cuma ""oknum"" ya 🤭""",0,0,0,1,,in,3079706748,1530832173980598300,1530832173980598272,,
Mon May 30 11:04:54 +0000 2022,30/05/2022 11:04:54,1531230163459276800,1531230163459276805,kadrunsungsang,@lavaniazahra @Bismillahwin62 @an_sabda @ddaisyyme @woomitrash @DivHumas_Polri kalau kinerja mereka sama kek ojol ada rating 1 ampe 5 nya gua yakin ratingnya mandek di 1 dah serius. gaji buta smua,1,0,1,1,,in,1442057659901906944,1531143213511512000,1531143213511512064,,
Mon May 30 11:38:02 +0000 2022,30/05/2022 11:38:02,1531238501584347100,1531238501584347136,teropongpost,"@MafiaWasit @bintangemon @iriawan84 Ribet amat komedi doang diseriusin, kritik sarkas dibilang benci polisi, yg dikritik malah materi si bintang lagi bukannya kinerja polri wkwk, paling yg bela polisi cuma dari kalangan keluarga polisi aja, ga lebih karena dimata masyarakat citra polisi udah ternilai buruk",0,0,0,0,,in,3012738222,1531238501584347100,1531238501584347136,,
Mon May 30 11:42:37 +0000 2022,30/05/2022 11:42:37,1531239656645267500,1531239656645267456,indraswari_susi,@MrsRachelIn @Argo00449750 @SantorinisSun Masalahnya NKRI gk punya Kapolri\nMenkopolhukam udah lama koma,1,1,0,0,,in,1330893489245016064,1531239656645267500,1531239656645267456,,
Mon May 30 15:22:14 +0000 2022,30/05/2022 15:22:14,1531294924468912000,1531294924468912128,WalterSimamora2,"@BgawanKusuma @MrsRachelIn @SantorinisSun Inalilahi...sel sel radikal di @DivHumas_Polri ,@Puspen_TNI @KPK_RI , @Humas_MA , kementrian dan lembaga yg di tanam para pencerama yg pernah mrk undang tausyiah telah mengganggu kinerja lembaga.\nSaatnya para pimpinan perintahkan supaya pada NYAPU bersih bersih di institusi msg2",0,0,0,1,,in,918667302257561600,1531270757493313500,1531270757493313536,,
Mon May 30 15:35:59 +0000 2022,30/05/2022 15:35:59,1531298384224563200,1531298384224563200,Ta_ranii,"Inalilahi...sel sel radikal di @DivHumas_Polri ,@Puspen_TNI @KPK_RI , @Humas_MA , kementrian dan lembaga yg di tanam para pencerama yg pernah mrk undang tausyiah telah mengganggu kinerja lembaga.\nSaatnya para pimpinan perintahkan supaya pada NYAPU bersih bersih di institusi msg2",0,4,0,93,,in,1218237248,1531235220015329300,1531235220015329280,,
Mon May 30 18:18:07 +0000 2022,30/05/2022 18:18:07,1531339184241201200,1531339184241201153,Agung9191,@_KanjengRaden @DivHumas_Polri Alasan yg dicari- cari..Faktanya memuakkan !!kalau sdh VIRAL baru malu dikit.. sudah muak melihat kinerja aparat .. yg didinding tertera besar2 apa semboyan mreka tapi itu cuma tempelan .. mreka mengayomi org2 tertentu lu lemah habis luuu .. MUAK,0,2,0,7,,in,56965669,1531235220015329300,1531235220015329280,,
Mon May 30 21:54:14 +0000 2022,30/05/2022 21:54:14,1531393575006531600,1531393575006531584,txtdarisipale,@praburanggam @woomitrash @DivHumas_Polri @ListyoSigitP kalo baca komenan di sini yang ada bukannya ngusut kasus yang utamanya tapi malah nangkepin orang-orang yang udah gedek sama kinerja polisi sampe ngata-ngatain pake pasal di UU ITE.,0,0,0,0,,in,1075324068918743040,1531090722060767200,1531090722060767232,,
Mon May 30 22:19:30 +0000 2022,30/05/2022 22:19:30,1531399933961506800,1531399933961506817,Bunga_JyKesuma,Ketum AMI Apresiasi Kinerja Polri Buka Tabir Kasus Kematian Brigadir J https://t.co/WVLcNfeT8H,1,1,0,2,,in,3277134913,1531117449667481600,1531117449667481601,,
Mon May 30 22:41:18 +0000 2022,30/05/2022 22:41:18,1531405416365985800,1531405416365985793,Argo00449750,@__AnakKolong @ListyoSigitP @DivHumas_Polri Trimakasih Pa Kapolri @ListyoSigitP Atas Segala Budi Baik Bapak. 🙏🙏🙏 Pa Sigit Akan Selalu Kami Kenang Hingga Akhir Hidup.❤️❤️❤️ Atas Kinerja Bapak Yg Sangat Luar Biasa Ini!👍😎 Tuhan YESUS Memberkati pa Sigit Skeluarga Bserta Sluruh Jajaran POLRI Yg Baik BRAVO!👍👍👍👏👏👏,1,1,0,1,,in,1314446988696403968,1531117449667481600,1531117449667481601,,
Mon May 30 22:41:38 +0000 2022,30/05/2022 22:41:38,1531405500096860200,1531405500096860160,Argo00449750,"Bertempat di Ruang Vicon Polres Kutai Barat telah dilaksanakan Video Conference Taklimat Awal Audit Kinerja Irwasum Mabes Polri.\n\nKegiatan Video Conference dihadiri oleh Kapolres Kutai Barat Akbp Heri Rusyaman, S.I.K,. M.H, Para Kabag, Kasat dan Kasi Polres Kutai Barat. https://t.co/TKOx5K8L8W",0,0,0,1,,in,1314446988696403968,1531405500096860200,1531405500096860160,,
Mon May 30 23:54:18 +0000 2022,30/05/2022 23:54:18,1531423788247957500,1531423788247957514,Tercidukpikaw19,"@masTenky @ListyoSigitP @DivHumas_Polri @propampolri @mohmahfudmd @kompolnas_ri BUBARKAN:\n-SATGASSUS MERAH PUTIH.\nBUBARKAN:\n-303KONSORSIUM.\nLACAK INPUT-OUTPUT KEUANGAN MREKA, ARAHAN SIAPA SAJA, DAN PASTI ADA SKEMA KERJA MASING MASING DENGAN KEDUDUKAN DAN TU945 TU945NY4.\nAUDIT TRANSPARANSI YG AKUNTABEL, KINERJA SECARA MENYELURUH.\n\n Ijin,\n\n Bicara,-\n⭐⭐⭐",0,0,0,0,,in,3104611357,1531419812701741000,1531419812701741056,,
Mon May 30 23:56:36 +0000 2022,30/05/2022 23:56:36,1531424369784029200,1531424369784029184,reimati,Harapan masyarakat kembali tumbuh seiring dengan kinerja positif polri. Pak @ListyoSigitP berhasil menahkodai polri melewati badai kemarin. #SiapKawalPolri https://t.co/YmKiNI4jf9,0,0,1,43,,in,464512564,1531235220015329300,1531235220015329280,,
Sat Jul 30 01:19:01 +0000 2022,30/07/2022 01:19:01,1553188380636156000,1553188380636155904,HuluPadang,"LENGKAP, Hasil Autopsi Brigadir J, Kepala Ditembak dari Belakang, Otak Pindah Ke Bagian Perut.\n\nJd iba dgn institusi Polri. Koq ada oknum Polri sesadis itu menghabisi nyawa org, polisi pulak lg. Polri benar2 rusak nama baiknya, krn aku yakin msh byk anggota Polri yg baik.😌😌",84,370,642,3218,,in,1203693689815490577,1620245471326503011,1620250350304313356,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:07:31 +0000 2022,30/07/2022 13:07:31,1553366679048310800,1553366679048310784,rohitsebastiian,Pak @DivHumas_Polri @CCICPolri dapet darimana hsl visum nih orang? 👇,0,0,1,1,,in,1203693689815490568,1620245471326503002,1620246358413377539,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:08:14 +0000 2022,30/07/2022 13:08:14,1553366862372946000,1553366862372945920,Stargazer_32,"Gila, bntuan Presiden @jokowi yg akn dikirim dn dibgikn ke msrkt melaui @JNE_ID Depok tdk dikirimkn ke msrkt yg membutuhkn, ini hrs diselediki @DivHumas_Polri @CCICPolri @KemensosRI , hrs ada tersangka https://t.co/Btu5Tinxag",11,48,95,252,,in,1203693689815490569,1620245471326503003,1620246801956814852,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:08:33 +0000 2022,30/07/2022 13:08:33,1553366939258568700,1553366939258568707,HuluPadang,"@knpiharis @ListyoSigitP @jokowi @DivHumas_Polri @PolriBareskrim @CCICPolri Makanya tinggal di Amrik gak bakal di uber2 debt collector \nDisini Kalau hutang gak bayar cuma dikirimin tagihan yg tambah jumlah Krn interest, tiap bulan paling sd 1 th.. \ndah gt credit record anjlok !! Gak di percaya lg. \nTp setelah 6 th bisa clear lg",0,0,0,0,,in,1203693689815490570,1620245471326503004,1620247245500252165,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:09:33 +0000 2022,30/07/2022 13:09:33,1553367190560051200,1553367190560051203,HuluPadang,"@pembela_nalar @musniumar @ProfylHenuk @DivHumas_Polri Mus !! dlm setiap kasus itu ada saksi yg hrs mengalami melihat dan mendengar sendiri dan itu akan dikonfrontir oleh hakim,yg cukup menentukan adlh keyakinan hakim\nkalau cuma sekedar katanya"" mk hakim akan mengenyampingkan dan sampean jgn menelan bgt sj informasi yg diperoleh""",0,0,0,1,,in,1203693689815490576,1620245471326503010,1620249906760876043,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:09:50 +0000 2022,30/07/2022 13:09:50,1.55337E+18,1553367262798589952,DasrulWarsono,@txtdrberseragam Tingkat kepercayaan orang itu bisa timbul apabila dia melihat langsung sebuah tindakan.\n @DivHumas_Polri,0,0,0,0,,in,1203693689815490575,1620245471326503009,1620249463217438730,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:10:29 +0000 2022,30/07/2022 13:10:29,1553367427618340900,1553367427618340864,rambutan_polsek,@Syarman59 @DivHumas_Polri @mohmahfudmd Komnas HAM Berat Sebelah,0,0,0,1,,in,1203693689815490567,1620245471326503001,1620245914869940226,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:10:30 +0000 2022,30/07/2022 13:10:30,1553367432420814800,1553367432420814848,rikylee20,@SoebektiSoehar8 @Syarman59 @jokowi @DivHumas_Polri Dunia tertawa baca twitt mu bro 😁😁😂😂🤣🤣🤣\n\nAduh…….kira kira dong kalau menggunakan nalar ya\nWalaupun itu kepala dan isinya milikmu,0,0,0,0,,in,1203693689815490574,1620245471326503008,1620249019674001417,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:11:20 +0000 2022,30/07/2022 13:11:20,1553367642592796700,1553367642592796673,lee_inung,"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Kemenkumham Umumkan Seleksi Terbuka Jabatan Dirjen Imigrasi Bagi PNS, TNI, dan Polri\nhttps://t.co/FBH8kLQCQq",0,0,0,0,,in,1203693689815490571,1620245471326503005,1620247689043689478,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:12:19 +0000 2022,30/07/2022 13:12:19,1553367888559386600,1553367888559386625,rikylee20,"@cebongsejati1 @jokowi @KejaksaanRI @kpk @bpkri @DivHumas_Polri @dprddkijakarta Super markup. Prakiraan total x 500%. Keuntungan kelebihan bayar 4T. Cek semua proyek, kelebihan bayar, bahasa akademisi dari markup",0,0,0,0,,in,1203693689815490573,1620245471326503007,1620248576130564104,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Jul 30 13:13:00 +0000 2022,30/07/2022 13:13:00,1553368062090711000,1553368062090711042,rambutan_polsek,@Irwan2yah @jokowi @KemensetnegRI @KemensosRI @DivHumas_Polri @Puspen_TNI @JNE_ID @JNECare Sabotase https://t.co/LslgzN5KVO,0,0,0,4,,in,1203693689815490572,1620245471326503006,1620248132587126791,https://pbs.twimg.com/media/FnuLLNMaUAAmFlO.jpg,photo
Sat Aug 06 16:33:16 +0000 2022,06/08/2022 16:33:16,1555955175055032300,1555955175055032320,delikgroup,"@cobeh2021 Kompolnas melaksanakan fungsi pengawasan fungsional terhadap kinerja Polri untuk menjamin profesionalisme dan kemandirian Polri.\npangkat IRJEN(Purn) , kasus belum final sudah press released. \nkelihatan gk profesional nya 😭😭😭",0,0,0,1,,in,1326686162749063168,1555955175055032300,1555955175055032320,,
Sat Aug 06 23:34:36 +0000 2022,06/08/2022 23:34:36,1556061208309952500,1556061208309952512,MSaufina,Mabes polri membuktikan kinerja mampu menyelesaikan kasus brigadir J ini\n#P21SamboCS\nBukti Komitmen Polri https://t.co/pwPn1mEzxU,0,0,0,2,,in,2312935448,1555930470831243300,1555930470831243264,,
Sat Aug 06 23:36:38 +0000 2022,06/08/2022 23:36:38,1556061719470153700,1556061719470153728,KebumenPolres,"@detikcom Hati2 Pak, jangan sampai salah buat keputusan lagi, ingat saat ini Masyarakat sedang mengawasi kinerja dari Kepolisian Republik Indonesia @ListyoSigitP @DivHumas_Polri , semangat yah Pak, salam PRESISI 🙏",0,0,1,3,,in,1222494482853056512,1556061719470153700,1556061719470153728,https://pbs.twimg.com/media/FZg93n8akAA_G56.jpg,photo
Sun Aug 07 00:34:18 +0000 2022,07/08/2022 00:34:18,1556076228519825400,1556076228519825410,mboyaaak,"Tetap banyakkin kinerja positif kek gini ya, semangat bapak ibu polri #PolriKuatIndonesiaHebat\nDensus 88\nhttps://t.co/aid3u2l2JU",0,0,0,1,,in,1534937241512214529,1.55605E+18,1556053316454739968,,
Sun Aug 07 00:56:09 +0000 2022,07/08/2022 00:56:09,1556081727239385000,1556081727239385088,mukhlist,Iya pak dan ibu @DPR_RI\nSaya juga sangat optimis dengan melihat kinerja POLRI dan jajaran @IndonesiaPolice\n#SiapKawalPolri https://t.co/JtG8Dyo64H,0,0,0,0,,in,97162561,1556081727239385000,1556081727239385088,,
Sun Aug 07 01:18:10 +0000 2022,07/08/2022 01:18:10,1556087268355367000,1556087268355366919,kluxkluk,Paser–Dalam masa orientasi ini para Bintara Remaja yang ada di Polres Paser mendapat berbagai pembekalan tentang fungsi teknis maupun kinerja sebagai anggota Polri\n\n(selengkapnya baca disini : https://t.co/1TJLsqS4jK )\n#Poldakaltim\n#Kaltim\n#kamihumaspolri\n#ProgramPrioritasKapolri https://t.co/4hIBOualA5,0,0,2,20,,in,1194740849176825856,1555810132163850200,1555810132163850240,,
Sun Aug 07 03:29:51 +0000 2022,07/08/2022 03:29:51,1556120408985718800,1556120408985718785,temponewsroom,"@Zain3321_ @KompasTV Kapolri harus benar2 lakukan Cuci Gudang"" entah itu pangkatnya apa di Mabes Polri agar terciptanya kinerja Kepolisian yg jujur dan transparan dalam melaksanakan tugas2nya yakni melayani, mengayomi,dan melindungi masyarakat.\n@NajwaShihab @susipudjiastuti @karniilyas @hotmanParis""",177,333,1821,6435,,in,88352716,1556120408985718800,1556120408985718785,https://pbs.twimg.com/media/FZhyMQkUIAAIzFx.jpg,photo
Sun Aug 07 06:09:24 +0000 2022,07/08/2022 06:09:24,1556160559963263000,1556160559963262976,IzaIsal,"@detikcom Kinerja polri sudah mendekati kejelasan, kemarin2 cuma samar dan kacau",0,0,1,4,,in,1452577062443618306,1556080158435688400,1556080158435688449,,
Sun Aug 07 07:50:35 +0000 2022,07/08/2022 07:50:35,1556186025487057000,1556186025487056898,OposisiCerdas,@geloraco SEMOGA KEJADIAN PEMBUNUHAN BRIGADIR J OLEH PETINGGI POLRI .... MENJADI KESEMPATAN POLRI UNTUK MERUBAH TATANAN DAN KINERJA POLRI YG SELAMA INI SUDAH SANGAT BURUK MENJADI BAIK.,91,351,1452,4731,,in,887743587579944960,1556186025487057000,1556186025487056898,,
Sun Aug 07 08:07:09 +0000 2022,07/08/2022 08:07:09,1556190192746184700,1556190192746184704,SuaraMabes,"Awas ada si kadrun kesempatan dlm kecepitan ikut bersuara , agar institusi polri rusak dan, kinerja pemerintah Rusak  . \n#kadrun emang bangsat. https://t.co/pYY5tZRFcX",0,0,0,0,,in,1429512108912234502,1556190192746184700,1556190192746184704,,
Sun Aug 07 08:12:00 +0000 2022,07/08/2022 08:12:00,1556191413267599400,1556191413267599365,KompasTV,"Udah naik nihh kepercayaan publik sama kinerja bapak @ListyoSigitP, harus jadi momen banget ini pak buat perbaikan Polri kedepannya\n#SiapKawalPolri https://t.co/zhVLVPUtPN",0,1,2,10,,in,71436318,1556191413267599400,1556191413267599365,https://pbs.twimg.com/media/FZib_3TaAAAD5Lc.jpg,photo
Sun Aug 07 13:20:05 +0000 2022,07/08/2022 13:20:05,1556268945094885400,1556268945094885381,SilitongaTomi,video tanggapan Masyarakat/Tokoh Agama terhadap Kinerja Polri https://t.co/qz5bUJK6mO,0,1,0,0,,in,1123146877325627394,1556111632895725600,1556111632895725569,,
Sun Aug 07 14:50:47 +0000 2022,07/08/2022 14:50:47,1556291770631295000,1556291770631294978,roasolo2,Good job polri capai dan penuhi target kinerja keras dalam penegakan hukum tapi tetap humanis #MengabdiMelayani\nBakti Untuk Negeri https://t.co/e6U8LYOspt,0,0,0,0,,in,3279744158,1.55611E+18,1556107020524199936,,
Sun Aug 07 15:30:30 +0000 2022,07/08/2022 15:30:30,1556301765573677000,1556301765573677056,Alfa_Rohadi,"@bachrum_achmadi Sudah saatnya Kompolnas harus terdiri dari orang2 yg benar2 berkomitmen utk mengawasi &amp; menilai kinerja polri agar semakin baik, obyektif &amp; tidak permisif atas terjadinya penyimpangan SOP, juga bukan yg berasal dari lingkungan polri itu sendiri/ purnawirawan.",0,0,1,9,,in,240207283,1556298995185913900,1556298995185913858,,
Sun Aug 07 15:36:44 +0000 2022,07/08/2022 15:36:44,1.5563E+18,1556303335916969985,newsmetro1911,"@FirMaladi Sudah saatnya Kompolnas harus terdiri dari orang2 yg benar2 berkomitmen utk mengawasi &amp; menilai kinerja polri agar semakin baik, obyektif &amp; tidak permisif atas terjadinya penyimpangan SOP, juga sebaiknya bukan yg berasal dari lingkungan polri itu sendiri/ purnawirawan.",0,0,0,0,,in,971182633093746689,1.5563E+18,1556303335916969985,,
Sun Aug 07 18:37:57 +0000 2022,07/08/2022 18:37:57,1556348939557048300,1556348939557048320,Gita_Nusa,@msaid_didu @NajwaShihab Bgmn ini P Mahmud..kinerja Polri https://t.co/o5nsiGP3RW,0,0,0,0,,in,1539219604090007552,1556348939557048300,1556348939557048320,,
Sun Aug 07 20:18:31 +0000 2022,07/08/2022 20:18:31,1556374248242835500,1556374248242835456,shenand54857200,"@geloraco Sudah saatnya Kompolnas harus terdiri dari orang2 yg benar2 berkomitmen utk mengawasi &amp; menilai kinerja polri agar semakin baik, obyektif &amp; tidak permisif atas terjadinya penyimpangan SOP, juga bukan yg berasal dari lingkungan polri itu sendiri/ purnawirawan.",0,0,0,0,,in,1404498751943626752,1556374248242835500,1556374248242835456,,
Mon Aug 08 07:12:39 +0000 2022,08/08/2022 07:12:39,1556538865049284600,1556538865049284613,rafiqi_28,Presiden Jokowi menyatakan untuk mengusut tuntas kasus Brigadir J tanpa ada yang di tutup tutupi. Selain itu mengapresiasi kinerja Polri dan Kapolri dalam mengusut kasus ini\n#SiapKawalPolri\n#BersihBersihPolri https://t.co/XYXEFm6QBm,0,0,0,0,,in,1006840898909401088,1556538865049284600,1556538865049284613,,
