created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Tue Sep 27 00:01:09 +0000 2022;1574549667127316500;1574549667127316480;"Apresiasi kinerja polri, tetap profesional dalam memberikan hukuman berat bagi seprofesi yang bersalah\n#TegasTegakLurus\nSupremasi Hukum https://t.co/QHXLjKZQ5U";0;1;0;0;;in;1560161460453801984;1574549667127316500;1574549667127316480;"https://pbs.twimg.com/media/Fdnsi1WVQAI0x7D.jpg";"photo";m00dyaan_
Tue Sep 27 00:16:17 +0000 2022;1574553477702770700;1574553477702770688;"Salut dengan kinerja polisi utk kasus ini dan  terimakasih karena  Polri Tegas Tidak Pandang Bulu. Dipecat secara tidak hormat, tidak ada seremoni khusus untuk Sambo. good job Polri #TegasTegakLurus dan Supremasi Hukum terdepan";0;0;0;0;;in;1435537732290236421;1574553477702770700;1574553477702770688;"";"";arieanastasia2
Tue Sep 27 00:01:40 +0000 2022;1574549800208330800;1574549800208330752;"Sangat mendukung kinerja Polri #TegasTegakLurus\nSupremasi Hukum https://t.co/pnmFujfUNu";0;0;0;0;;in;1481818106620420098;1574549800208330800;1574549800208330752;"https://pbs.twimg.com/media/FdnsstjVQAAucDB.jpg";"photo";Fayzamyl
Mon Sep 26 23:39:15 +0000 2022;1574544158110294000;1574544158110294016;"Keren dsn Mantab.\nSemoga dengan kehadiran armada baru, akan meningkatkan kinerja jajaran yg menggunakannya.\nBravo Polri";0;0;1;1;;in;1424625253204987906;1574544158110294000;1574544158110294016;"";"";Shaheen_Oke
Mon Sep 26 19:01:11 +0000 2022;1574474178144899000;1574474178144899072;"Survei CSIS: Responden Lebih Puas Kinerja TNI Ketimbang Presiden, MA, Kejagung, MK, KPK dan Polri";0;0;0;0;;in;882426504;1574474178144899000;1574474178144899072;"";"";TuitMakassar
Mon Sep 26 16:19:25 +0000 2022;1574433468838477800;1574433468838477830;"@siapkawalpolri @ListyoSigitP Dari sini kita bisa liat nih pembuktian bahwa kinerja Polrimakinbaik . Selain itu dilihat bahwa kinerja para polri tegas banget. Semangat ya pak, jangan cepat puas, pasti masih banyak pihak pihak yang berkaitan dengan kasus ini @DivHumas_Polri";0;0;0;0;;in;1562071845469589504;1574372060930809900;1574372060930809857;"";"";dilopho_sauru
Mon Sep 26 15:53:40 +0000 2022;1574426990278750200;1574426990278750208;"@siapkawalpolri Saya yakin @DivHumas_Polri selalu tegas dan tidak pernah pandang bulu. Dengan adanya pembuktian bahwa pak @ListyoSigitP bertindak tegas memperlihatkan bahwa kinerja Polrimakinbaik";0;0;0;0;;in;1562071845469589504;1574200636564197400;1574200636564197376;"";"";dilopho_sauru
Tue Sep 27 00:00:24 +0000 2022;1574549478677192700;1574549478677192704;"Salut akan kinerja Polri #TegasTegakLurus\nSupremasi Hukum https://t.co/cxyv3PjN7E";0;0;0;1;;in;1491315416102096899;1574549478677192700;1574549478677192704;"https://pbs.twimg.com/media/FdnsaBLVEAAsEp8.jpg";"photo";EnyWidi4
Mon Sep 26 12:31:26 +0000 2022;1574376095486738400;1574376095486738433;"Kinerja positif dari @DivHumas_Polri. Semoga kejadian ini jadi pelajaran agar semakin baik ke depannya. #Siapkawalg20\n#Siapamankttg20\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/pORrEiqUbS";0;0;0;0;;in;1091030198026293249;1574376095486738400;1574376095486738433;"https://pbs.twimg.com/media/FdlOtgGakAAwDNH.jpg";"photo";Jepretologi_
Mon Sep 26 04:50:33 +0000 2022;1574260110829813800;1574260110829813761;"Apel dan Serah Terima Penjagaan Sebagai Wujud Kedisiplinan Kinerja Polri https://t.co/38f78WMk52";0;0;0;1;;in;1064098536009035776;1574260110829813800;1574260110829813761;"https://pbs.twimg.com/media/FdjlOHDVEAEksdw.jpg";"photo";padang_polsek
Mon Sep 26 06:54:10 +0000 2022;1574291222034018300;1574291222034018304;"giat pelaksanaan Tim Audit Dengan Tujuan Tertentu R.s Bhayangkara terkait Hasil Temuan Audit kinerja Itwasum Polri. https://t.co/j4ViFeSRx7";0;0;0;0;;in;1424687099148529665;1574291222034018300;1574291222034018304;"https://pbs.twimg.com/media/FdkBhNgaUAAzJWw.jpg";"photo";itwasdapolssl
Sun Sep 25 16:36:14 +0000 2022;1574075312370917400;1574075312370917376;"@siapkawalpolri @ListyoSigitP sepakat dan patut diapresiasi kinerja polri yang makin baik setiap waktunya, apalagi karena sudah membuahkan hasil terhadap kasus ini dan segera tindak tegas siapapun oknum polri yang terlibat dalam kasus ini secara adil @ListyoSigitP @DivHumas_Polri";0;0;0;0;;in;1384608586974695425;1573508728439312400;1573508728439312385;"";"";Littleboybro
Mon Sep 26 08:24:36 +0000 2022;1574313978695585800;1574313978695585792;"@siapkawalpolri Akhirnya ada putusan juga. Banding ditolak, Sambo pun dipecat. Mantap !! Lanjutkan terus @ListyoSigitP @DivHumas_Polri . Ini yg masyarakat inginkan. Kalo perlu, cabut haknya agar tidak bisa kembali menjadi anggota Polri. Hal ini menujukan bahwa kinerja Polrimakinbaik";0;0;0;0;;in;1521961292449280000;1574200636564197400;1574200636564197376;"";"";RahmaAdelia311
Mon Sep 26 13:37:17 +0000 2022;1574392667307638800;1574392667307638784;"@siapkawalpolri Mantap nig kinerja @DivHumas_Polri dalam menangani kasus ini sangat gesit dan tepat. Semua masyarakat Indonesia siapkawalpolri dalam berbagai hal apalagi kasus ini yang sudah merugikan banyak orang";0;0;0;0;;in;960007939648974848;1574290904621650000;1574290904621649920;"";"";yourlilspoon
Mon Sep 26 01:52:03 +0000 2022;1574215189620494300;1574215189620494337;"@MprAldo Kalau mau turunkan pak @jokowi harus berhadapan dengan sebagian besar bangsa Indonesia (kecuali kadrun) yang puas dengan kinerja beliau.\n\nhttps://t.co/bow7t981Rs\n\n@ListyoSigitP @DivHumas_Polri @CCICPolri";0;0;0;0;;in;1415363921163128838;1573859775812894700;1573859775812894720;"";"";AzizyPambudi
Mon Sep 26 13:27:31 +0000 2022;1574390210804457500;1574390210804457472;"@siapkawalpolri Luar biasa kinerja polri @DivHumas_Polri , ketegasan kapolri @ListyoSigitP memang patut diacungi jempol 👍 usut terus semua orang yang terlibat dalam kasus ini pak, kami masyarakat Indonesia siapkawalpolri dari segala bentuk hal yang merendahkan institusi ini 💪";0;0;0;0;;in;1558407697531572225;1574290904621650000;1574290904621649920;"";"";qonleh_
Mon Sep 26 08:34:02 +0000 2022;1574316354668494800;1574316354668494849;"@Usuludin321 Polri lg .... Mulai dr kasus sambo, mulai bermunculan.... Ketika kinerja lembaga pelindung sudah dimasuki nafsu hmmm mmmm akhirnya zong... Masih mau tenang";0;0;0;4;;in;1511548634893979651;1574273541302030300;1574273541302030337;"";"";BBurborn
Mon Sep 26 12:30:19 +0000 2022;1574375813780508700;1574375813780508674;"Dukungan dari ketum pemuda Muhammadiyah menandakan optimisme terhadap kinerja @DivHumas_Polri. Ayo bareng2 kawal dan dukung polri dalam penyelesaian kasus ini. #Siapkawalg20\n#Siapamankttg20\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/35Hcw5Jffi";0;0;0;0;;in;1091030198026293249;1574375813780508700;1574375813780508674;"https://pbs.twimg.com/media/FdlOc_KacAAAfsY.jpg";"photo";Jepretologi_
Mon Sep 26 00:52:07 +0000 2022;1574200107708612600;1574200107708612608;"@MprAldo Wkwkwk.....lha wong sebagian besar masyarakat Indonesia saja puas dengan kinerja presiden @jokowi kok\n\nhttps://t.co/bow7t981Rs\n\n@ListyoSigitP\n@DivHumas_Polri \n@CCICPolri";0;0;0;0;;in;1415363921163128838;1573964624739074000;1573964624739074048;"";"";AzizyPambudi
Mon Sep 26 08:30:27 +0000 2022;1574315451924230100;1574315451924230144;"Kinerja Polri Diapresiasi Masyarakat dalam Penanganan Kasus Ferdy Sambo \n\n| Kabar Hari Ini tvOne https://t.co/uhbJaXHl0t https://t.co/ZV217TkUas";0;0;0;0;;in;1504362495942672384;1574315451924230100;1574315451924230144;"https://pbs.twimg.com/ext_tw_video_thumb/1574315317701971969/pu/img/RQV5VxbLubs0Mike.jpg";"photo";Lunmaria90Maria
Mon Sep 26 06:08:17 +0000 2022;1574279672304521200;1574279672304521217;"BLAK-BLAKAN, KUALITAS DAN KINERJA POLRI ‼️ https://t.co/Rf4F8Ba4Fs via @YouTube";0;0;0;0;;in;1570097001911713793;1574279672304521200;1574279672304521217;"";"";jonni_lubis
Mon Sep 26 13:34:55 +0000 2022;1574392072773116000;1574392072773115905;"@siapkawalpolri @ListyoSigitP Siapkawalpolri atas kasus besar ini, kinerja pak Kapolri @ListyoSigitP sangat tegas dan konsisten untuk mengusut tuntas kasus ini. Semoga dengan 20 perwira dan petinggi Polri dimutasi bisa secepatnya kasus ini selesai. Para pelaku di hukum seberat-beratnya.";0;0;0;0;;in;1563400943369981952;1574372060930809900;1574372060930809857;"";"";selinanawa
Mon Sep 26 12:27:42 +0000 2022;1574375155715145700;1574375155715145729;"Ungkapan yang tulus serta harapan dari keluarga Korban. Semoga @DivHumas_Polri mampu membuktikan dan membayar kepercayaannya dengan kinerja yang optimal. #Siapkawalg20\n#Siapamankttg20\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/CssuZ9gn3U";0;0;0;0;;in;1091030198026293249;1574375155715145700;1574375155715145729;"https://pbs.twimg.com/media/FdlN247aMAM8ovk.jpg";"photo";Jepretologi_
Mon Sep 26 13:35:22 +0000 2022;1574392187135365000;1574392187135365120;"Puan Maharani memastikan DPR akan terus melakukan pengawasan terhadap kinerja Polri, termasuk ikut mengawal isu Konsorsium 303 krn telah menyita perhatian masyarakat. https://t.co/b4CwtSr0CS #PuanHarapanRakyat Puan Harapan Rakyat";0;0;0;0;;in;1528190443;1574392187135365000;1574392187135365120;"";"";lilianlolanda
Mon Sep 26 08:39:03 +0000 2022;1574317614163431400;1574317614163431426;"Kinerja Polri Diapresiasi Masyarakat dalam Penanganan Kasus Ferdy Sambo \n\n| Kabar Hari Ini tvOne https://t.co/uhbJaXHl0t https://t.co/ejrxH7chXR";0;0;0;0;;in;1504362495942672384;1574317614163431400;1574317614163431426;"https://pbs.twimg.com/ext_tw_video_thumb/1574317379605397504/pu/img/3OEukMQU9ViVyGnC.jpg";"photo";Lunmaria90Maria
Mon Sep 26 13:27:09 +0000 2022;1574390116461977600;1574390116461977602;"Kasus ini sudah menyita banyak perhatian masyarakat misalnya salaja dari @ppmuhammadiyah yg juga mendukung kinerja @DivHumas_Polri \n#Siapkawalg20\n#Siapamankttg20\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/aOXpjoC1q1";0;0;0;0;;in;1551575438341812224;1574390116461977600;1574390116461977602;"https://pbs.twimg.com/media/FdlbdnFaEAAX7c5.jpg";"photo";dermawan_danang
Mon Sep 26 13:26:10 +0000 2022;1574389870260211700;1574389870260211713;"Dukungan kepada @DivHumas_Polri datang dari manapun misalnya saja dari salah satu tokoh @ppmuhammadiyah yg juga mendukung kinerja polri \n#Siapkawalg20\n#Siapamankttg20\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/FFG44QZrwI";0;0;0;0;;in;1551499687407919104;1574389870260211700;1574389870260211713;"https://pbs.twimg.com/media/FdlbPRSVQAAkheR.jpg";"photo";abdulahabas90
Mon Sep 26 08:45:57 +0000 2022;1574319353025409000;1574319353025409024;"Kinerja Polri Diapresiasi Masyarakat dalam Penanganan Kasus Ferdy Sambo \n\n| Kabar Hari Ini tvOne https://t.co/pwlPdGIE07 https://t.co/kIOQQ1PGgQ";0;0;1;8;;in;1524221353460584449;1574319353025409000;1574319353025409024;"https://pbs.twimg.com/ext_tw_video_thumb/1574318925877514246/pu/img/-fVY85wdFap_kOUS.jpg";"photo";AlexMohamad5
Sat Sep 24 11:08:53 +0000 2022;1573630545711739000;1573630545711738880;"@tomidepth @detikcom Dis, dari awal gw pan muji kecerdasan dan keberanian netizen dalam mengkritisi kinerja polri, kog lu yg emosi ???? Hahahah problematik amat jadi orang. Owwwhhhhh begitu yak kwalitas lulusan UNIBRAW ????? Ga salah????? Emosional. OMG gw kerkejutttt. Hahahahha";0;1;0;0;;in;1439502383566917643;1572487648752857000;1572487648752857089;"";"";DianaNu15989641
Sat Sep 24 16:02:00 +0000 2022;1573704309677904000;1573704309677903873;"Respon masyarakat terhadap institusi polri..!\nMgkin bisa dikatakan mayoritas, bagaimana cara kinerja polri bisa memperbaiki kepercayaan publik .....!";0;0;0;0;;in;1129672753651388416;1573704309677904000;1573704309677903873;"";"";H4T14K4LN4L42
Sat Sep 24 16:35:42 +0000 2022;1573712793814978600;1573712793814978560;"@siapkawalpolri Mnrt saya kinerja pak kapolri @ListyoSigitP  sudah sesuai dgn intruksi presiden, beliau bisa menjalan tugas dengan baik. Keren emang pemimpin @DivHumas_Polri hari ini.\n#polrituntaskankasusfs\n#Siapkawalpolri";0;0;0;0;;in;1562278505773432836;1573525192093339600;1573525192093339648;"";"";ludi135
Sat Sep 24 02:37:26 +0000 2022;1573501836224778200;1573501836224778240;"Cc pak Kapolri @ListyoSigitP \nhttps://t.co/tDcMoBOGeL";23;43;232;668;;in;1068371293290946561;1573501836224778200;1573501836224778240;"https://pbs.twimg.com/ext_tw_video_thumb/1573189106104168449/pu/img/BpH4AxTbbHWaH6fr.jpg";"photo";BosPurwa
Sat Sep 24 17:40:44 +0000 2022;1573729159326486500;1573729159326486528;"@DivHumas_Polri Tunjukkan dgn kinerja penegakkan hukum sesuai UU. Segera selesaikan Sambo dkk, periksa dan audit SATGASUS Merah Putih.. Jangan hanya sekedar narasi2 sampah! @jokowi";0;0;0;0;;in;814399617856962560;1572492267340075000;1572492267340075008;"";"";mananjogja
Sat Sep 24 03:00:10 +0000 2022;1573507556021977000;1573507556021977088;"@ChovaHerman Ga ada kaitannya dengan Anis...Najwa menyerukan kebenaran...dia mengkritik kinerja inatitusi yg mmg lg diterpa masalah berat.Justru disini jdi momen yg tepat utk memperbaiki marwah institusi..kasus sambo butuh keberanian petinggi polri utk jujur dan mengedepankan keadilan.";0;0;1;15;;in;619210369;1573288075232694300;1573288075232694272;"";"";suswatinasution
Sat Sep 24 03:48:29 +0000 2022;1573519713959051300;1573519713959051264;"Live terusss\nMenyuarakan kinerja polri yang sudah begitu bagus didalam mengungkap kasus kematian brigpol Nopriansyah Yosua Hutabarat❣ https://t.co/WNgiZo3pNf";0;0;0;2;;in;1573513187080609792;1573519713959051300;1573519713959051264;"https://pbs.twimg.com/media/FdZDympaMAEbY5K.jpg";"photo";PutraPu47812107
Sat Sep 24 09:34:02 +0000 2022;1573606677743403000;1573606677743403010;"Tony Sutrisno selaku korban penipuan arloji mewah merek Richard Mille mengaku kecewa dengan kinerja Bareskrim Polri, dia pun meminta Propam turun tangan. #TonySutrisno https://t.co/d09u79Fm8w";0;0;0;0;;in;79130206;1573606677743403000;1573606677743403010;"";"";jpnncom
Sat Sep 24 16:12:42 +0000 2022;1573707003180253200;1573707003180253185;"@siapkawalpolri komitmen polri dalam menuntaskan kasus ferdy sambo merupakan bukti bahwa polri tidak pandang bulu dalam menghukum anggotanya serta sebagai bukti kinerja yang baik dan ketaatannya pada instruksi presiden @jokowi @ListyoSigitP";0;0;0;0;;in;395116829;1573525192093339600;1573525192093339648;"";"";Munif_H
Sat Sep 24 13:10:21 +0000 2022;1573661115694796800;1573661115694796800;"@siapkawalpolri Wah memang keren kinerja dari kapolri @ListyoSigitP mengedepankan scientific crime investigation untuk mendapatkan hasil akurat. Kami percaya kasus ini dapat kelar dan terusut tuntas. Semangat terus @DivHumas_Polri";0;0;0;0;;in;1384079098457116674;1573525192093339600;1573525192093339648;"";"";Sekilasmonteraa
Sat Sep 24 09:41:47 +0000 2022;1573608627050451000;1573608627050450944;"@K050176 @PartaiSocmed Krn peristiwa 'Perampokan / Korupsi + TPPU' di Bank Jateng terjadi pada 2017 - 2019, Saya juga mempertanyakan Kinerja @ojkindonesia pada masa itu, kinerja @bpkri pada saat itu.\n\nHampir 600 M yg dirampok, seperti yg disampaikan oleh Bareskrim Polri tanggal 27 Desember 2021.";0;1;0;0;;in;1541297516825653248;1573363128167178200;1573363128167178241;"";"";tmahartomo071
Sat Sep 24 06:39:21 +0000 2022;1573562716651892700;1573562716651892736;"@siapkawalpolri Mantap nih polri sigap dan tak pandang bulu.. lanjutkan kinerja kalian, tetap tegakan keadilan dan usut tuntas kasus ini @DivHumas_Polri";0;0;0;0;;in;1337858112884097024;1573243482776670200;1573243482776670208;"";"";udhgituaja24
Sat Sep 24 09:58:01 +0000 2022;1573612710553493500;1573612710553493504;"Cuman mau kasih tau nih, berapa sih gaji terendah PNS, TNI dan Polri? Apa masih ada penerimaan dengan golongan rendah seperti itu. Jawabnya: Ada. Dan masih banyak yg ga dapat tunjangan tambahan atau apapun lah namanya. \nJadi gausah ngegas minta kinerja setara McLinsey. 🙏🏻🤭 https://t.co/WNvQqCliOV";4;2;35;77;;in;3284232205;1573612710553493500;1573612710553493504;"https://pbs.twimg.com/media/FdaYagRUUAAFViJ.jpg";"photo";madHink
Sun Sep 25 14:07:24 +0000 2022;1574037860579418000;1574037860579418117;"Kalau mmg Tito Merupakan org yg paling bersalah telah merusak kinerja POLRI, mengapa hingga detik ini blm juga di tangkap, ada apa dgn hukum? Takutkah kpd Tito? Ada yg ada yg lain yg mmg menghalangi langkah hukum unt memanggil Tito. \nBongkar &amp; usut kasus \nhttps://t.co/nBySffqKin";0;0;0;0;;in;1168102826624483329;1574037860579418000;1574037860579418117;"";"";ENS53311139
Fri Sep 23 21:10:15 +0000 2022;1573419499218669600;1573419499218669568;"@siapkawalpolri Dengan kinerja polri yang sekarang sudah cukup baik dan membuktikan kepada masyarakat bahwa polri dalam menuntaskan kasus sambo terdapat transparansi tanpa adanya kebohongan sehingga pulih kembali kepercayaan publik @ListyoSigitP";0;0;0;0;;in;1384079098457116674;1573266269155238000;1573266269155237888;"";"";Sekilasmonteraa
Sat Sep 24 13:12:58 +0000 2022;1573661773965983700;1573661773965983744;"@siapkawalpolri kinerja polri dalam kasus ini sudah bagus tidak perlu diragukan lagi.semangat terus @KejaksaanRI dalam menjalankan tugasnya menuntaskan kasus ini sampai akar dan diperlancar.";0;0;0;0;;in;4757715690;1573525192093339600;1573525192093339648;"";"";dahlahgatw
Sat Sep 24 15:40:44 +0000 2022;1573698960266788900;1573698960266788864;"@siapkawalpolri Memang komitmen Pak @ListyoSigitP dan para jajarannya tidak perlu diragukan lagi disamping itu kinerja nya patut diapresiasi. Semoga kasus ini bisa selesai dengan cepat. Kami bangga mempunyai @DivHumas_Polri";0;0;0;0;;in;1560276880863166466;1573525192093339600;1573525192093339648;"";"";sriayutania
Sat Sep 24 03:25:23 +0000 2022;1573513900934320000;1573513900934320130;"Masyarakat mengapresiasi kinerja Polri yang tegas dalam mengungkap fakta-fakta dalam kasus pembunuhan berencana terhadap Brigadir J\n\n#PutusanTegas\nRespon Apresiasi Publik https://t.co/IRBjyzvzc6";0;0;0;0;;in;1505746015940657154;1573513900934320000;1573513900934320130;"https://pbs.twimg.com/ext_tw_video_thumb/1573513698525577216/pu/img/jM1x7jXFg0gJIp-_.jpg";"photo";jorgeumar14
Fri Sep 23 20:37:11 +0000 2022;1573411175995678700;1573411175995678721;"Apel Pagi Awali Kinerja Polri Yang Presisi. https://t.co/ufAeeIZkgU";0;0;0;1;;in;850495990058557440;1573411175995678700;1573411175995678721;"https://pbs.twimg.com/media/FdXhFWWUAAAgC3B.jpg";"photo";humasreswaropen
Sat Sep 24 07:28:35 +0000 2022;1573575103757287400;1573575103757287424;"@tomidepth @detikcom Hahahah terus Lo pikir kasus Sambo bisa muncul ke permukaan itu bukan peran netizen gitu? Itu jelas contoh gw komen tentang kasus Sambo kog lu yg rempong dan ga terima ngajak adu argumen, kinerja polri dikritisi netizen sampai publik figur seperti Najwa Shihab dll";0;4;0;0;;in;1439502383566917643;1572487648752857000;1572487648752857089;"";"";DianaNu15989641
Sat Sep 24 14:17:21 +0000 2022;1573677977283752000;1573677977283751937;"@siapkawalpolri Patut di apresiasi kinerja dari pak @ListyoSigitP dlm memerintah anggotanya untuk menyelesaikan kasus ini, karna polri bekerja dgn hati untuk negara juga. Ayo semoga segera selesai dan diusut tuntas kasus ini💪🏽";0;0;0;0;;in;1528947804109803521;1573525192093339600;1573525192093339648;"";"";Apissm14
Fri Sep 23 17:03:40 +0000 2022;1573357443392077800;1573357443392077826;"@siapkawalpolri Ini yang dinamakan tidak pandang bulu. Memang kinerja polri yang tegas sudah dibuktikan @DivHumas_Polri";0;0;0;0;;in;1562071845469589504;1573188300176769000;1573188300176769024;"";"";dilopho_sauru
Fri Sep 23 15:40:40 +0000 2022;1573336556353781800;1573336556353781760;"@siapkawalpolri Wah mantap, seneng dengan kinerja @DivHumas_Polri dan @ListyoSigitP yg bisa menumpas kejahatan sambo bahkam sampe loyalisnya aja udah dapet hukuman, tinggal nunggu sambonya aja di hukum nih, mantap \n#polrituntaskankasusfs\n#SiapKawalPolri \n#kejaksaaansikatmafiagaram";0;0;0;0;;in;1547161155151417344;1573266269155238000;1573266269155237888;"";"";Joniansyah_13
Fri Sep 23 11:57:36 +0000 2022;1573280418362806300;1573280418362806274;"@siapkawalpolri sudah luar biasa kinerja pak @ListyoSigitP dan jajarannya ini perlahan namun pasti, pelan tp tepat sasaran.. dg begini polri sudah pegang kembali kepercayaan masyarakat.. semoga selalu konsisten kedepannya";0;0;0;0;;in;1564093258619584512;1573213386288296000;1573213386288295937;"";"";bukan_mixue
Fri Sep 23 07:57:10 +0000 2022;1573219910167449600;1573219910167449600;"Masyarakat mengapresiasi kinerja Polri yang tegas dalam mengungkap fakta-fakta dalam kasus pembunuhan berencana terhadap Brigadir J\n\n#PutusanTegas\nRespon Apresiasi Publik https://t.co/iwrCSlfzn6";0;1;0;0;;in;1467268245472247809;1573219824079343600;1573219824079343616;"https://pbs.twimg.com/ext_tw_video_thumb/1573219844639453184/pu/img/t1IHKr8rgZ3M2aIb.jpg";"photo";BokirOnline
Fri Sep 23 15:12:56 +0000 2022;1573329574326571000;1573329574326571009;"@siapkawalpolri Terima kasih kepada pak @ListyoSigitP serta jajaran polri lainnya, yang tegas dalam menanggapi kasus ini. Sungguh kinerja yang luar biasa. Ini sangat tak terpikirkan, masyarakat Indonesia sangat puas dengan kinerjanya pak. @siapkawalpolri";0;0;0;0;;in;1564258691200585729;1573266269155238000;1573266269155237888;"";"";ADardiir
Fri Sep 23 08:38:57 +0000 2022;1573230425467945000;1573230425467944961;"Masyarakat mengapresiasi kinerja Polri yang tegas dalam mengungkap fakta-fakta dalam kasus pembunuhan berencana terhadap Brigadir J\n\n#PutusanTegas\nRespon Apresiasi Publik https://t.co/luMeMzJIJn";0;0;0;1;;in;1501822161111367681;1573230425467945000;1573230425467944961;"";"";Doniasmara1980
Fri Sep 23 15:53:35 +0000 2022;1573339807299915800;1573339807299915776;"@siapkawalpolri Kinerja yang bagus @ListyoSigitP  serta jajaran @DivHumas_Polri semoga kasus ini cepat selesai tanpa ada yang menghambat lagi dan pelaku dihukum seadil-adilnya";0;0;0;0;;in;1454146908868382723;1573266269155238000;1573266269155237888;"";"";beetmotor
Fri Sep 23 10:53:14 +0000 2022;1573264218153164800;1573264218153164800;"@siapkawalpolri Mantap memang pa kapolri kita @ListyoSigitP . Memiliki sikap tegas yang tinggi dan tentunta tidak pandang bulu dalam menghadapi segala kasus. Mari kita dukung terus kinerja dari @DivHumas_Polri . #SiapKawalPolri";0;0;0;0;;in;1546648741704507392;1573213386288296000;1573213386288295937;"";"";riesams
Fri Sep 23 13:36:54 +0000 2022;1573305407501914000;1573305407501914112;"Pantes aja. Ternyata sumber daya sosial pak @ListyoSigitP begitu lengkap. Gak heran sih kalo kinerja polri begitu cepat dan cermat. #SiapKawalPolri #PolriTuntaskanKasusFS https://t.co/q80SmCNzzf";0;0;0;0;;in;1090601597657174016;1573305407501914000;1573305407501914112;"https://pbs.twimg.com/media/FdWA7gNaUAAdk-6.jpg";"photo";rifqiazizian
Fri Sep 23 12:06:15 +0000 2022;1573282594938298400;1573282594938298369;"kasus ini sudah banyak menyita perhatian ppublik terutama dari @ppmuhammadiyah yg yakin dengan kinerja @DivHumas_Polri \n#Kawalg20\n#Bersamahadirmelayani\n#Perangisoceng\n#Polrituntaskankasusfs https://t.co/WCQSwd0tOk";0;0;0;1;;in;1551499687407919104;1573282594938298400;1573282594938298369;"https://pbs.twimg.com/media/FdVsLFiaUAECNWe.jpg";"photo";abdulahabas90
Fri Sep 23 16:01:37 +0000 2022;1573341826207080400;1573341826207080449;"@siapkawalpolri Bagus 🔥🔥🔥. Pak @ListyoSigitP memang selalu memberikan kinerja yang berkualitas juga menjanjikan. Dengan ini saya yakin bahwa masyarakat banyak yang kembali merasa aman, karena polri, memberikan hukuman setimpal bagi siapapun yang melanggar peraturan.";0;0;0;0;;in;1411275199194886145;1573266269155238000;1573266269155237888;"";"";cipaamanda
Fri Sep 23 10:32:10 +0000 2022;1573258919660888000;1573258919660888064;"@siapkawalpolri Sangat mengapresiasi kinerja Polri yg bekerja keras menangani kasus Brigadir J dengan pendekatan scientific crime investigation hingga ditetapkannya sejumlah tersangka.";0;0;0;0;;in;1381169392642256896;1573213386288296000;1573213386288295937;"";"";geonginn
Fri Sep 23 07:54:32 +0000 2022;1573219249581359000;1573219249581359104;"Masyarakat selalu mengapreasi kinerja polri dalam mengatasi kasus kasus besar yang terjadi di Indonesia\n#PutusanTegas\nRespon Apresiasi Publik\nhttps://t.co/hyEM5ssRRp";0;0;0;0;;in;1417151151145816071;1573219249581359000;1573219249581359104;"";"";syafirasss
Fri Sep 23 07:35:39 +0000 2022;1573214495102599200;1573214495102599168;"@yournathans Semoga kinerja polri semakin membaik #PutusanTegas\nRespon Apresiasi Publik";0;0;0;0;;in;1301019206788345856;1573213076056248300;1573213076056248320;"";"";putellaque
Fri Sep 23 07:33:03 +0000 2022;1573213842746003500;1573213842746003456;"Demi kelancaran dan perbaikan kinerja polri di masyarakat kita harus mendukung penuh apapun prosesnya \n\n#PutusanTegas\nRespon Apresiasi Publik https://t.co/LvqUqj21WZ";0;0;0;0;;in;1569701310601261057;1573213842746003500;1573213842746003456;"https://pbs.twimg.com/media/FdUtpYVaMAArzKT.jpg";"photo";Maxtronmentarii
Fri Sep 23 07:31:22 +0000 2022;1573213420392157200;1573213420392157189;"@Tuhasani Sebagai masyarakat saya mengapresiasi kinerja polri.\n#PutusanTegas\nRespon Apresiasi Publik";0;0;0;1;;in;1173023441886146561;1573213075808755700;1573213075808755713;"";"";Aan__CoverBOYkw
Fri Sep 23 07:42:25 +0000 2022;1573216198879490000;1573216198879490053;"@KompasTV @DivHumas_Polri  kami pesimis dgn kinerja kalian yg terkesan tidak profesional, tidak transparan, tidak akuntabel, penuh rekayasa sejak awal, plintat plintut dll. KAMI TIDAK PERCAYA DGN KALIAN";0;0;0;0;;in;1478327504016273409;1572854860583960600;1572854860583960576;"";"";budi_sudarma
Fri Sep 23 07:34:33 +0000 2022;1573214220782833700;1573214220782833664;"Salut banget buat polri demi memperbaiki kinerja ditengah permasalahan saat ini \n\n#PutusanTegas\nRespon Apresiasi Publik https://t.co/qhNT4KvNAj";0;0;0;0;;in;1572981279175237632;1573214220782833700;1573214220782833664;"https://pbs.twimg.com/media/FdUt5myaAAEt1qF.jpg";"photo";Naffynappy
