new_date,clean_tweet,stemmed_tweet,sentiment
16/04/2022 03:38:53,dopping utk asn tni dan polri gaji ke tunjangan kinerja cair semangat donk sambut lebaran nya semakin giat juga pengabdiannya yaa,"['dopping', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'gaji', 'tunjang', 'kerja', 'cair', 'semangat', 'donk', 'sambut', 'lebaran', 'makin', 'giat', 'abdi', 'yaa']",positif
16/04/2022 03:42:09,tambahan bonus tunjangan kinerja sebesar persen diberikan pemerintah untuk asn tni dan polri aktif,"['tambah', 'bonus', 'tunjang', 'kerja', 'besar', 'persen', 'beri', 'perintah', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif']",positif
16/04/2022 04:20:46,gak juga bos gua pernah kritisi kinerja polri di depan kapolres baru paginya memang dijemput orang polidi senjata laras panjang di depan kapolsek hanya di nasihati tuh tergantung kritikannya kali,"['bos', 'pernah', 'kritisi', 'kerja', 'polisi republik indonesia', 'depan', 'kepala polisi republik indonesia', 'baru', 'pagi', 'memang', 'jemput', 'orang', 'polidi', 'senjata', 'laras', 'panjang', 'depan', 'kapolsek', 'nasihat', 'gantung', 'kritik', 'kali']",negatif
16/04/2022 04:44:56,dan pejabat negara dalam aturan tersebut asn tni amp polri aktif yang memiliki tunjangan kinerja juga mendapatkan tambahan komponen thr berupa tunjangan kinerja sebesar persen jokowi,"['jabat', 'negara', 'atur', 'sebut', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif', 'milik', 'tunjang', 'kerja', 'dapat', 'tambah', 'komponen', 'thr', 'upa', 'tunjang', 'kerja', 'besar', 'persen', 'jokowi']",positif
16/04/2022 11:49:02,cair mulai thr asn tni polri meliputi gaji pokok tunjangan melekat dan setengah tunjangan kinerja mantap nggak,"['cair', 'mulai', 'thr', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'liput', 'gaji', 'pokok', 'tunjang', 'lekat', 'tengah', 'tunjang', 'kerja', 'mantap']",positif
16/04/2022 14:30:54,penerima pensiun amp pejabat negara serta tambahan tunjangan kinerja persen untuk asn tni dan polri aktif yang memiliki tunjangan kinerja ucap presiden jokowi dalam keterangannya di istana merdeka jakarta pada kamis april,"['terima', 'pensiun', 'jabat', 'negara', 'tambah', 'tunjang', 'kerja', 'persen', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif', 'milik', 'tunjang', 'kerja', 'ucap', 'presiden', 'jokowi', 'terang', 'istana', 'merdeka', 'jakarta', 'kamis', 'april']",positif
16/04/2022 14:30:58,luar biasa tunjangan kinerja tni polri dan asn naik,"['luar', 'biasa', 'tunjang', 'kerja', 'tentara republik indonesia', 'polisi republik indonesia', 'asn', 'naik']",positif
16/04/2022 14:46:49,kinerja polisi indonesia nanti pemusnahan miras tenggak rame rame biar musnah air nya sambil diskusi tentang dinegeri ini,"['kerja', 'polisi', 'indonesia', 'musnah', 'miras', 'tenggak', 'rame', 'rame', 'musnah', 'air', 'diskusi', 'negeri']",negatif
16/04/2022 15:17:55,mantap kado untuk asn tni amp polri thr gaji ke tunjangan kinerja jokowi indonesiamaju,"['mantap', 'kado', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'thr', 'gaji', 'tunjang', 'kerja', 'jokowi', 'indonesiamaju']",positif
17/04/2022 00:52:31,kasus korban begal jadi tersangka dihentikan polisi amaq sinta apresiasi kinerja polri,"['kasus', 'korban', 'begal', 'jadi', 'sangka', 'henti', 'polisi', 'amaq', 'sinta', 'apresiasi', 'kerja', 'polisi republik indonesia']",positif
17/04/2022 09:08:13,bonus tunjangan kinerja polri sebesar persen bakal cair bersamaan dengan pencairan thr dan gaji ke berapa besaran tunjangan kinerja polri,"['bonus', 'tunjang', 'kerja', 'polisi republik indonesia', 'besar', 'persen', 'bakal', 'cair', 'sama', 'cair', 'thr', 'gaji', 'berapa', 'besar', 'tunjang', 'kerja', 'polisi republik indonesia']",positif
17/04/2022 10:29:02,besaran tunjangan kinerja polri kapolri dapat rp juta per bulan,"['besar', 'tunjang', 'kerja', 'polisi republik indonesia', 'kapolri', 'rp', 'juta', 'per', 'bulan']",positif
17/04/2022 10:52:15,pak kenapa nggk dibuat sistem polling tentang kinerja polri tiap berapa bulan dengan begitu porli bisa menjadi lebih baik,"['pak', 'nggk', 'buat', 'sistem', 'polling', 'kerja', 'polisi republik indonesia', 'tiap', 'berapa', 'bulan', 'porli', 'jadi', 'lebih', 'baik']",negatif
17/04/2022 11:31:05,kebijakan berupa thr gaji ke dan tunjangan kinerja diberikan kepada asn tni dan polri,"['bijak', 'upa', 'thr', 'gaji', 'tunjang', 'kerja', 'beri', 'asn', 'tentara republik indonesia', 'polisi republik indonesia']",positif
17/04/2022 11:36:02,ini pelanggaran hak demokrasi awas media asing ngawasin kinerja polisi dan rezim,"['langgar', 'hak', 'demokrasi', 'awas', 'media', 'asing', 'ngawasin', 'kerja', 'polisi', 'rezim']",negatif
17/04/2022 11:43:12,simak ini daftar besaran tunjangan kinerja polri menurut jabatan tertinggi capai rp jutaan,"['simak', 'daftar', 'besar', 'tunjang', 'kerja', 'polisi republik indonesia', 'jabat', 'tinggi', 'capai', 'rp', 'juta']",positif
17/04/2022 11:46:23,nih kabar baik buat pns asn tni dan polri dapat kado dari pemerintahan presiden joko widodo kalian dapat thr gaji ke dan tunjangan kinerja nikmat mana lagi yg kalian dustakan,"['kabar', 'baik', 'buat', 'pns', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'kado', 'perintah', 'presiden', 'joko', 'widodo', 'kalian', 'thr', 'gaji', 'tunjang', 'kerja', 'nikmat', 'mana', 'kalian', 'dusta']",positif
17/04/2022 12:08:41,kado utk asn pns tni dan polri gaji ke tunjangan kinerja cair semangat donk sambut lebaran nya semakin giat juga pengabdiannya yaa presiden joko widodo,"['kado', 'asn', 'pns', 'tentara republik indonesia', 'polisi republik indonesia', 'gaji', 'tunjang', 'kerja', 'cair', 'semangat', 'donk', 'sambut', 'lebaran', 'makin', 'giat', 'abdi', 'yaa', 'presiden', 'joko', 'widodo']",positif
17/04/2022 12:40:04,kuasa hukum apresiasi kinerja polri beri keadilan kepada tersangka pembunuh pelaku begal lewat sp,"['kuasa', 'hukum', 'apresiasi', 'kerja', 'polisi republik indonesia', 'beri', 'adil', 'sangka', 'bunuh', 'laku', 'begal', 'lewat', 'sp']",positif
17/04/2022 14:07:48,terimakasih pak kado untuk asn tni dan polri thr gaji ke dan tunjangan kinerja,"['terimakasih', 'pak', 'kado', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'thr', 'gaji', 'tunjang', 'kerja']",positif
17/04/2022 14:17:24,rincian tunjangan kinerja polri berdasarkan kelas jabatan paling rendah rp bulan via,"['rincian', 'tunjang', 'kerja', 'polisi republik indonesia', 'dasar', 'kelas', 'jabat', 'paling', 'rendah', 'rp', 'bulan', 'via']",positif
17/04/2022 15:41:05,inilah imbas positif makna presisi kapolri scr transparan persilahkan nitizen lewat medsos twiter utk beri masukan atas kinerja aparatnya di lapangan great idea,"['ini', 'imbas', 'positif', 'makna', 'presisi', 'kapolri', 'scr', 'transparan', 'silah', 'nitizen', 'lewat', 'media sosial', 'twiter', 'beri', 'masuk', 'kerja', 'aparat', 'lapang', 'great', 'idea']",positif
17/04/2022 16:20:32,bidang keuangan polda kaltim gelar rakernis sejajaran dalam meningkatkan kinerja perbendaharaan dan pelaporan keuangan selaku narasumber dari kppn kegiatan di laksanakan di ruang mahakam polda kaltim balikpapan april polri poldakaltim presisi,"['bidang', 'uang', 'polda', 'kaltim', 'gelar', 'rakernis', 'sejajar', 'tingkat', 'kerja', 'bendahara', 'lapor', 'uang', 'selaku', 'narasumber', 'kppn', 'giat', 'laksana', 'ruang', 'mahakam', 'polda', 'kaltim', 'balikpapan', 'april', 'polisi republik indonesia', 'poldakaltim', 'presisi']",positif
17/04/2022 20:35:40,tambahan tunjangan kinerja persen untuk asn tni dan polri aktif yang memiliki tunjangan kinerja ujar jokowi dalam konferensi pers kamis,"['tambah', 'tunjang', 'kerja', 'persen', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif', 'milik', 'tunjang', 'kerja', 'ujar', 'jokowi', 'konferensi', 'pers', 'kamis']",positif
18/04/2022 00:34:38,puslitbang polri melaksanakan penelitian di wilayah polda malut pada hari senin april pukul selesai pusat penelitian pengembang puslitbang melaksanakan penelitian tentang tingkat kepercayaan masyarakat terhadap kinerja polri,"['puslitbang', 'polisi republik indonesia', 'laksana', 'teliti', 'wilayah', 'polda', 'malut', 'hari', 'senin', 'april', 'pukul', 'selesai', 'pusat', 'teliti', 'kembang', 'puslitbang', 'laksana', 'teliti', 'tingkat', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia']",positif
18/04/2022 00:37:42,apresiasi kepada polri atas kinerja nya dalam penegakan hukum di indonesia,"['apresiasi', 'polisi republik indonesia', 'kerja', 'tega', 'hukum', 'indonesia']",positif
18/04/2022 01:10:02,presiden telah menandatangani peraturan pemerintah tentang thr dan gaji ke dalam peraturan tersebut asn tni dan polri aktif akan mendapat thr sebesar satu kali gaji dan tunjangan kinerja thr juga diberikan kepada pensiunan dan penerima pensiun sebesar gaji,"['presiden', 'menandatangani', 'atur', 'perintah', 'thr', 'gaji', 'atur', 'sebut', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif', 'dapat', 'thr', 'besar', 'satu', 'kali', 'gaji', 'tunjang', 'kerja', 'thr', 'beri', 'pensiun', 'terima', 'pensiun', 'besar', 'gaji']",positif
18/04/2022 04:05:10,guna mengetahui tingkat kepercayaan masyarakat terhadap kinerja polri di wilayah polres penajam paser utara ppu tim puslitbang polri melaksanakan penelitian tingkat kepercayaan masyarakat terhadap kinerja polri bertempat di aula pertemuan polres ppu senin,"['tahu', 'tingkat', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia', 'wilayah', 'polisi republik indonesia', 'najam', 'paser', 'utara', 'ppu', 'tim', 'puslitbang', 'polisi republik indonesia', 'laksana', 'teliti', 'tingkat', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia', 'tempat', 'aula', 'temu', 'polisi republik indonesia', 'ppu', 'senin']",positif
18/04/2022 04:32:52,densus jadikan golok bukti rencana teror nii fadli zon yang benar golok biasanya dipakai untuk kelapa pikiran rakyat depok,"['densus', 'jadi', 'golok', 'bukti', 'rencana', 'teror', 'nii', 'fadli', 'zon', 'benar', 'golok', 'biasa', 'pakai', 'kelapa', 'pikir', 'rakyat', 'depok']",negatif
18/04/2022 05:35:07,kinerja polri,"['kerja', 'polisi republik indonesia']",positif
18/04/2022 06:47:33,mantullll kado untuk asn tni dan polri thr gaji ke tunjangan kinerja,"['mantullll', 'kado', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'thr', 'gaji', 'tunjang', 'kerja']",positif
18/04/2022 10:22:37,naik jadi perhatian internasional penilaian atas kinerja polri bagi dunia internasional,"['naik', 'jadi', 'perhati', 'internasional', 'nilai', 'kerja', 'polisi republik indonesia', 'dunia', 'internasional']",negatif
18/04/2022 12:52:39,presiden jokowi tlah tandatangani aturan pemberian thr amp gaji ke utk seluruh asn tni polri asn daerah pensiunan penerima pensiun amp pejabat negara asn tni amp polri aktif yg mmiliki tunjangan kinerja juga mndapat tambahan komponen thr brupa tunjangan kinerja sbesar,"['presiden', 'jokowi', 'tlah', 'tandatangani', 'atur', 'beri', 'thr', 'gaji', 'seluruh', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'asn', 'daerah', 'pensiun', 'terima', 'pensiun', 'jabat', 'negara', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif', 'mmiliki', 'tunjang', 'kerja', 'mndapat', 'tambah', 'komponen', 'thr', 'brupa', 'tunjang', 'kerja', 'sbesar']",positif
18/04/2022 13:22:16,halaaaahh ulah banteng merah pasti kesana kesini nyari kambing hitam klo ga laku ya ga laku aja makin muak liat polri kinerja kek gini,"['halaaaahh', 'ulah', 'banteng', 'merah', 'kesana', 'kesini', 'nyari', 'kambing', 'hitam', 'laku', 'laku', 'makin', 'muak', 'liat', 'polisi republik indonesia', 'kerja', 'gin']",negatif
18/04/2022 13:54:49,kok bisa anggota dpr yg satu ini memiliki ketidakpercayaan kpd aparat dr narasinya jelas ada keraguan thd kinerja densus sy sbg rakyat jg jd ragu apakah fz ini masih mewakili rakyat atau mewakili siapa coba biarkan menilai ttg ini,"['kok', 'anggota', 'dpr', 'satu', 'milik', 'ketidakpercayaan', 'aparat', 'narasi', 'jelas', 'ragu', 'thd', 'kerja', 'densus', 'rakyat', 'ragu', 'fz', 'wakil', 'rakyat', 'wakil', 'siapa', 'coba', 'biar', 'nilai', 'ttg']",negatif
18/04/2022 14:25:41,mohon di teliti diawasi amp dibina kinerja personel serse polres ponorogo inisial banyak dikeluhkan dan jadi perbincangan terima kasih,"['mohon', 'teliti', 'awas', 'bina', 'kerja', 'personel', 'serse', 'polisi republik indonesia', 'ponorogo', 'inisial', 'banyak', 'keluh', 'jadi', 'bincang', 'terima', 'kasih']",negatif
18/04/2022 14:51:44,kenapa ide nya ngajarin salah begini atau menyindir polisi urus kasus yang hanya berbayar saja saran saya seh jika kinerja polri seburuk itu lebih baik bikin lembaga perjuangan tandingan saja heuheuheu,"['ide', 'ngajarin', 'salah', 'begini', 'sindir', 'polisi', 'urus', 'kasus', 'bayar', 'saran', 'seh', 'kerja', 'polisi republik indonesia', 'buruk', 'lebih', 'baik', 'lembaga', 'juang', 'tanding', 'heuheuheu']",negatif
18/04/2022 22:34:01,tunjang kinerja kepolisian lalulintas di ntb mabes polri bantu kenderaan,"['tunjang', 'kerja', 'polisi', 'lalulintas', 'ntb', 'mabes', 'polisi republik indonesia', 'bantu', 'kenderaan']",positif
19/04/2022 02:52:08,keren nih kinerja pemerintah,"['keren', 'kerja', 'perintah']",positif
19/04/2022 03:18:10,asn tni amp polri aktif yang memiliki tunjangan kinerja juga mendapatkan tambahan komponen thr berupa tunjangan kinerja sebesar persen,"['asn', 'tentara republik indonesia', 'polisi republik indonesia', 'aktif', 'milik', 'tunjang', 'kerja', 'dapat', 'tambah', 'komponen', 'thr', 'upa', 'tunjang', 'kerja', 'besar', 'persen']",positif
19/04/2022 08:31:35,wah senengnya dpt kado dari pak selain thr ini asn tni polri kembali dapat gaji ke juga trus ada tunjangan kinerja pula,"['wah', 'neng', 'kado', 'pak', 'thr', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'gaji', 'trus', 'tunjang', 'kerja']",positif
19/04/2022 12:33:06,paser tim pusat penelitian dan pengembangan puslitbang polri melaksanakan penelitian tentang tingkat kepercayaan masyarakat terhadap kinerja polri di wilayah polres paser dan jajarannya selasa poldakaltim kaltim kamihumaspolri,"['paser', 'tim', 'pusat', 'teliti', 'kembang', 'puslitbang', 'polisi republik indonesia', 'laksana', 'teliti', 'tingkat', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia', 'wilayah', 'polisi republik indonesia', 'paser', 'jajar', 'selasa', 'poldakaltim', 'kaltim', 'kamihumaspolri']",positif
19/04/2022 17:33:30,polresta samarinda guna mengetahui tingkat kepercayaan masyarakat terhadap kinerja polri di wilayah polresta samarinda tim puslitbang polri melaksanakan kegiatan penelitian tentang tingkat kepercayaan masyarakat terhadap kinerja polri bertempat di aula wira pratama,"['polresta', 'samarinda', 'tahu', 'tingkat', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia', 'wilayah', 'polresta', 'samarinda', 'tim', 'puslitbang', 'polisi republik indonesia', 'laksana', 'giat', 'teliti', 'tingkat', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia', 'tempat', 'aula', 'wira', 'pratama']",positif
20/04/2022 01:26:14,fantastis tunjangan kinerja tni dari terendah hingga tertinggi segini yang diterima ksad lewat tni polri thr,"['fantastis', 'tunjang', 'kerja', 'tentara republik indonesia', 'rendah', 'hingga', 'tinggi', 'gin', 'terima', 'ksad', 'lewat', 'tentara republik indonesia', 'polisi republik indonesia', 'thr']",positif
20/04/2022 02:58:45,nampaknya kpk mmg akan ditinggalkan dan berikutnya dibubarkan sbg lembaga ad hoc seiring dg semakin membaiknya sdm dan kinerja polri juga kejaksaan dlm menangani kasus korupsi,"['nampaknya', 'kpk', 'mmg', 'tinggal', 'ikut', 'bubar', 'lembaga', 'hoc', 'iring', 'makin', 'baik', 'sdm', 'kerja', 'polisi republik indonesia', 'jaksa', 'tangan', 'kasus', 'korupsi']",negatif
20/04/2022 03:06:35,selama masih punya kepentingan masing masing dari para pimpinannya dan ketidak tegasan taat hukum pada anggotanya yg melanggar jng mengharap terlalu tinggi sementara menghapkan perbaiki kinerja dan taat pd aturan uu dlm institusinya baru bisa berbuat lebih,"['lama', 'punya', 'penting', 'masing', 'masing', 'pimpin', 'tidak', 'tegas', 'taat', 'hukum', 'anggota', 'langgar', 'jng', 'harap', 'terlalu', 'tinggi', 'hap', 'baik', 'kerja', 'taat', 'atur', 'undang undang', 'institusi', 'baru', 'buat', 'lebih']",negatif
20/04/2022 03:21:48,by design kan tinggal poles kinerja polri sama kejaksaan kpk jadi lembaga yg tdk dibutuhkan tinggal dibubarkan krn buang buang anggaran,"['design', 'kan', 'tinggal', 'poles', 'kerja', 'polisi republik indonesia', 'sama', 'jaksa', 'kpk', 'jadi', 'lembaga', 'butuh', 'tinggal', 'bubar', 'buang', 'buang', 'anggar']",negatif
20/04/2022 05:07:04,ya bersama sama kita monitor kinerja polri lah,"['sama', 'sama', 'monitor', 'kerja', 'polisi republik indonesia', 'lah']",negatif
20/04/2022 06:13:09,haa semua perangkat hukum boleh bekerja utk kebaikan bangsa ini kejaksaan polri kpk paham muka bodoh lu masih aja permasalahkan kedekatan dengan kekuasaan bukan kinerja dasar muka bodoh lu,"['haa', 'semua', 'perangkat', 'hukum', 'kerja', 'baik', 'bangsa', 'jaksa', 'polisi republik indonesia', 'kpk', 'paham', 'muka', 'bodoh', 'masalah', 'dekat', 'kuasa', 'bukan', 'kerja', 'dasar', 'muka', 'bodoh']",negatif
20/04/2022 07:03:59,patut diapresiasi kinerja kejagung klu tdk salah konsideran berdirinya kpk mengingat latarbelakang sejarah kinerja kejagung amp polri pd era orba,"['patut', 'apresiasi', 'kerja', 'jaksa agung', 'klu', 'salah', 'konsideran', 'diri', 'kpk', 'ingat', 'latarbelakang', 'sejarah', 'kerja', 'jaksa agung', 'polisi republik indonesia', 'era', 'orba']",positif
20/04/2022 09:51:33,dirjen sdh masuk jabatan politis sama spt jendral di tni polri kedekatan politik lebih menentukan drpd kinerja,"['dirjen', 'masuk', 'jabat', 'politis', 'sama', 'jendral', 'tentara republik indonesia', 'polisi republik indonesia', 'dekat', 'politik', 'lebih', 'tentu', 'drpd', 'kerja']",negatif
20/04/2022 12:18:19,kompolnas polri apresiasi kinerja polri jamin ketersediaan minyak goreng nasional apresiasi kompolnaspolri migor minyakgoreng,"['kompolnas', 'polisi republik indonesia', 'apresiasi', 'kerja', 'polisi republik indonesia', 'jamin', 'sedia', 'minyak', 'goreng', 'nasional', 'apresiasi', 'kompolnaspolri', 'migor', 'minyakgoreng']",positif
20/04/2022 14:02:41,kalau saya kok jadi bertanya kinerja kapolri saat ini kok jadi banyak istri anggota polri yang menghina presiden seperti ini,"['kok', 'jadi', 'tanya', 'kerja', 'kapolri', 'kok', 'jadi', 'banyak', 'istri', 'anggota', 'polisi republik indonesia', 'hina', 'presiden']",negatif
20/04/2022 16:53:58,presiden jokowi perintahkan agar kejaksaan agung ri dan polri untuk mengusut tuntas dan menangkap siapa saja oknum yang terlibat dalam mafia minyak goreng baik itu curah ataupun kemasan presiden jokowi mengapresiasi kinerja kejaksaan agung yang menetapkan tersangka kemarin,"['presiden', 'jokowi', 'perintah', 'jaksa', 'agung', 'ri', 'polisi republik indonesia', 'usut', 'tuntas', 'tangkap', 'siapa', 'oknum', 'libat', 'mafia', 'minyak', 'goreng', 'baik', 'curah', 'atau', 'kemas', 'presiden', 'jokowi', 'apresiasi', 'kerja', 'jaksa', 'agung', 'tetap', 'sangka', 'kemarin']",positif
20/04/2022 19:28:33,apresiasi dari kpk untuk kinerja pemberantasan korupsi oleh rekan rekan kejaksaan ri dan polri inilah yang kpk gelorakan dan sebut sebagai orkestrasi pemberantasan korupsi semua kamar kamar kekuasaan bekerja membersihkan indonesia dari praktik praktik korupsi,"['apresiasi', 'kpk', 'kerja', 'berantas', 'korupsi', 'rekan', 'rekan', 'jaksa', 'ri', 'polisi republik indonesia', 'ini', 'kpk', 'gelora', 'sebut', 'orkestrasi', 'berantas', 'korupsi', 'semua', 'kamar', 'kamar', 'kuasa', 'kerja', 'bersih', 'indonesia', 'praktik', 'praktik', 'korupsi']",positif
20/04/2022 21:25:24,kpk itu rusak nya sejak di zaman joko dibawah pimpinan firli bahuri luar biasa hancur nya kpk selain kontroversial impoten melanggar etik dll kpk saat ini tdk lagi dipuji oleh rakyat bahkan sering dihujat kinerja nya persis kayak polri amp jaksa hilang marwah kpk yg tadinya brsinar,"['kpk', 'rusak', 'sejak', 'zaman', 'joko', 'bawah', 'pimpin', 'firli', 'bahuri', 'luar', 'biasa', 'hancur', 'kpk', 'kontroversial', 'impoten', 'langgar', 'etik', 'dan lain', 'kpk', 'puji', 'rakyat', 'bahkan', 'sering', 'hujat', 'kerja', 'persis', 'kayak', 'polisi republik indonesia', 'jaksa', 'hilang', 'marwah', 'kpk', 'tadi', 'brsinar']",negatif
20/04/2022 22:33:46,kpk itu rusak nya sejak di zaman joko dibawah pimpinan firli bahuri luar biasa hancur nya kpk selain kontroversial impoten melanggar etik dll kpk saat ini tdk lagi dipuji oleh rakyat bahkan sering dihujat kinerja nya persis kayak polri amp jaksa hilang marwah kpk yg tadinya brsinar,"['kpk', 'rusak', 'sejak', 'zaman', 'joko', 'bawah', 'pimpin', 'firli', 'bahuri', 'luar', 'biasa', 'hancur', 'kpk', 'kontroversial', 'impoten', 'langgar', 'etik', 'dan lain', 'kpk', 'puji', 'rakyat', 'bahkan', 'sering', 'hujat', 'kerja', 'persis', 'kayak', 'polisi republik indonesia', 'jaksa', 'hilang', 'marwah', 'kpk', 'tadi', 'brsinar']",negatif
20/04/2022 23:07:20,kpk itu rusak nya sejak di zaman joko dibawah pimpinan firli bahuri luar biasa hancur nya kpk selain kontroversial impoten melanggar etik dll kpk saat ini tdk lagi dipuji oleh rakyat bahkan sering dihujat kinerja nya persis kayak polri amp jaksa hilang marwah kpk yg tadinya brsinar,"['kpk', 'rusak', 'sejak', 'zaman', 'joko', 'bawah', 'pimpin', 'firli', 'bahuri', 'luar', 'biasa', 'hancur', 'kpk', 'kontroversial', 'impoten', 'langgar', 'etik', 'dan lain', 'kpk', 'puji', 'rakyat', 'bahkan', 'sering', 'hujat', 'kerja', 'persis', 'kayak', 'polisi republik indonesia', 'jaksa', 'hilang', 'marwah', 'kpk', 'tadi', 'brsinar']",negatif
20/04/2022 23:31:48,ketua komisi iii dpr ri beri apresiasi atas kinerja polda gorontalo dalam mengimplementasikan polri yang presisi,"['ketua', 'komisi', 'iii', 'dpr', 'ri', 'beri', 'apresiasi', 'kerja', 'polda', 'gorontalo', 'implementasi', 'polisi republik indonesia', 'presisi']",positif
20/04/2022 23:32:18,kalah cepat dengan kejagung kinerja satgas pangan polri disorot pemerintah luncurkan program strategis bumn industri pertahanan defend id kepolisian tangkap penimbun ribuan liter solar di jayapura selengkapnya di buletinpagi podcastindonesia,"['kalah', 'cepat', 'jaksa agung', 'kerja', 'satgas', 'pangan', 'polisi republik indonesia', 'sorot', 'perintah', 'luncur', 'program', 'strategis', 'bumn', 'industri', 'tahan', 'defend', 'id', 'polisi', 'tangkap', 'timbun', 'ribu', 'liter', 'solar', 'jayapura', 'lengkap', 'buletinpagi', 'podcastindonesia']",negatif
20/04/2022 23:49:01,kpk adalah lembaga hukum ad hoc dibentuk karena situasi darurat dengan hampir² mandulnya kejaksaan dan polri jadi ketika kinerja kpk hanya biasa² saja maka mungkin sudah waktunya lembaga ini dilikuidasi,"['kpk', 'lembaga', 'hukum', 'hoc', 'bentuk', 'situasi', 'darurat', 'hampir', 'mandul', 'jaksa', 'polisi republik indonesia', 'jadi', 'kerja', 'kpk', 'biasa', 'mungkin', 'waktu', 'lembaga', 'likuidasi']",negatif
21/04/2022 01:36:00,amankan jalur mudik polres pesawaran lampung bentuk tim khusus anti begal,"['aman', 'jalur', 'mudik', 'polisi republik indonesia', 'sawar', 'lampung', 'bentuk', 'tim', 'khusus', 'anti', 'begal']",positif
21/04/2022 03:17:21,suka ini terima kasih pak kinerja polri semakin kesini semakin tau apa yang dibutuhkan masyarakat luas dan bukan lagi budaya menunggu sesuatu terjadi baru turun gunung,"['suka', 'terima', 'kasih', 'pak', 'kerja', 'polisi republik indonesia', 'makin', 'kesini', 'makin', 'butuh', 'masyarakat', 'luas', 'bukan', 'budaya', 'tunggu', 'jadi', 'baru', 'turun', 'gunung']",positif
21/04/2022 07:57:08,pemilih presiden jokowi itu jt lebih puas kinerja jokowi tni polri solid blon lagi nunya ya gagal maning kowe son,"['pilih', 'presiden', 'jokowi', 'jt', 'lebih', 'puas', 'kerja', 'jokowi', 'tentara republik indonesia', 'polisi republik indonesia', 'solid', 'blon', 'nunya', 'gagal', 'maning', 'kowe', 'son']",negatif
21/04/2022 09:06:08,berkat kinerja keras yg dilakukan oleh pertamina dan juga polri akhirnya para penimbun bbm bersubsidi berhasil diungkapkan gais,"['berkat', 'kerja', 'keras', 'laku', 'pertamina', 'polisi republik indonesia', 'akhir', 'timbun', 'bbm', 'subsidi', 'hasil', 'ungkap', 'gais']",positif
21/04/2022 09:13:15,jangan cuma kesal tindak tanpa ampun donk pak polri dan kpk harus mencontoh kinerja kejaksaan,"['cuma', 'kesal', 'tindak', 'ampun', 'donk', 'pak', 'polisi republik indonesia', 'kpk', 'contoh', 'kerja', 'jaksa']",negatif
21/04/2022 11:04:18,anggaran pencitraan besar kinerja tak maksimal menelusuri jejak proyek memoles citra bernilai ratusan miliar divisi humas polri,"['anggar', 'citra', 'besar', 'kerja', 'maksimal', 'telusur', 'jejak', 'proyek', 'moles', 'citra', 'nila', 'ratus', 'miliar', 'divisi', 'humas', 'polisi republik indonesia']",negatif
21/04/2022 12:06:03,apresiasi dari pemerintah kepada para asn tni dan polri yg telah bekerja untuk negeri thr gaji dan tunjangan kinerja siap dicairkan,"['apresiasi', 'perintah', 'asn', 'tentara republik indonesia', 'polisi republik indonesia', 'kerja', 'negeri', 'thr', 'gaji', 'tunjang', 'kerja', 'siap', 'cair']",positif
21/04/2022 14:28:57,saya sejatinya sangat kecewa dengan kinerja polri saat ini terlalu humanis kan saat demo kan diatur oleh polisi nah ini masalah ngatur jalan koq malah di atur demonstran ayo polri jgn loyo jgn lemes tegaslah terhadap konstitusi dan peraturan jg bingung bikin image,"['sejati', 'sangat', 'kecewa', 'kerja', 'polisi republik indonesia', 'terlalu', 'humanis', 'kan', 'demo', 'kan', 'atur', 'polisi', 'nah', 'masalah', 'ngatur', 'jalan', 'kok', 'malah', 'atur', 'demonstran', 'ayo', 'polisi republik indonesia', 'loyo', 'lemes', 'tegas', 'konstitusi', 'atur', 'bingung', 'image']",negatif
